,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Interceptions,Rating
239,César Azpilicueta,2016/2017,Chelsea,England-Premier-League,EPL,38,3420,71,7.21
240,César Azpilicueta,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,720,29,7.4
241,César Azpilicueta,2015/2016,Chelsea,England-Premier-League,EPL,37,3202,86,7.03
242,César Azpilicueta,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,4,360,9,7.37
243,César Azpilicueta,2014/2015,Chelsea,England-Premier-League,EPL,29,2484,58,7.24
244,César Azpilicueta,2016,Spain,International-European-Championship,UEC,1,9,-,6.3
245,César Azpilicueta,2013/2014,Chelsea,Europe-UEFA-Champions-League,UCL,10,821,19,7.37
246,César Azpilicueta,2013/2014,Chelsea,England-Premier-League,EPL,29,2325,49,7.26
247,César Azpilicueta,2014,Spain,International-FIFA-World-Cup,WC,2,180,7,6.44
248,César Azpilicueta,2013,Spain,International-Confederations-Cup,ICC,2,135,8,7.82
249,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Europa-League,UEL,8,720,15,6.82
250,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Champions-League,UCL,1,61,1,6.46
251,César Azpilicueta,2012/2013,Chelsea,England-Premier-League,EPL,27,2196,42,6.99
252,César Azpilicueta,2012/2013,Marseille,France-Ligue-1,FL1,2,180,4,7.29
253,César Azpilicueta,2011/2012,Marseille,Europe-UEFA-Champions-League,UCL,8,710,31,7.37
254,César Azpilicueta,2011/2012,Marseille,France-Ligue-1,FL1,30,2522,81,7.05
255,César Azpilicueta,2010/2011,Marseille,Europe-UEFA-Champions-League,UCL,4,360,11,7.77
256,César Azpilicueta,2010/2011,Marseille,France-Ligue-1,FL1,15,1015,24,7.11
257,César Azpilicueta,2009/2010,Osasuna,Spain-La-Liga,SLL,33,2970,88,7.04
258,Kyle Walker,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,630,11,7.1
259,Kyle Walker,2017/2018,Manchester Ci..,England-Premier-League,EPL,32,2787,29,7.05
260,Kyle Walker,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,270,7,7.29
261,Kyle Walker,2016/2017,Tottenham,England-Premier-League,EPL,33,2704,38,7.2
262,Kyle Walker,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,2,6.89
263,Kyle Walker,2015/2016,Tottenham,England-Premier-League,EPL,33,2943,92,7.19
264,Kyle Walker,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,182,4,6.63
265,Kyle Walker,2014/2015,Tottenham,England-Premier-League,EPL,15,1307,36,6.97
266,Kyle Walker,2016,England,International-European-Championship,UEC,3,270,2,6.99
267,Kyle Walker,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,3,256,3,7.14
268,Kyle Walker,2013/2014,Tottenham,England-Premier-League,EPL,26,2298,57,7.06
269,Kyle Walker,2012/2013,Tottenham,Europe-UEFA-Europa-League,UEL,11,990,42,7.25
270,Kyle Walker,2012/2013,Tottenham,England-Premier-League,EPL,36,3161,87,7.16
271,Kyle Walker,2011/2012,Tottenham,England-Premier-League,EPL,37,3231,67,7.13
272,Kyle Walker,2010/2011,Aston Villa,England-Premier-League,EPL,15,1338,30,7.27
273,Kyle Walker,2010/2011,Tottenham,England-Premier-League,EPL,1,3,-,6.0
274,Kyle Walker,2009/2010,Tottenham,England-Premier-League,EPL,2,180,1,6.92
275,Odion Ighalo,2018,Changchun Yat..,China-Super-league,CSl,11,990,-,7.12
276,Odion Ighalo,2017,Changchun Yat..,China-Super-league,CSl,27,2413,1,7.24
277,Odion Ighalo,2016/2017,Watford,England-Premier-League,EPL,18,1292,3,6.35
278,Odion Ighalo,2015/2016,Watford,England-Premier-League,EPL,37,3153,15,6.95
279,Odion Ighalo,2014/2015,Watford,England-Championship,EC,34,1928,10,7.06
280,Odion Ighalo,2013/2014,Granada,Spain-La-Liga,SLL,16,347,2,6.2
281,Odion Ighalo,2012/2013,Granada,Spain-La-Liga,SLL,28,1778,4,6.62
282,Odion Ighalo,2011/2012,Granada,Spain-La-Liga,SLL,30,1646,4,6.41
283,Odion Ighalo,2010/2011,Cesena,Italy-Serie-A,ISA,3,26,1,6.23
284,Marco Fabián,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,7,420,3,6.52
285,Marco Fabián,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,2058,50,7.18
286,Marco Fabián,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,11,802,8,6.71
287,Marco Fabián,2015,Mexico,International-Copa-America,ICA,1,38,-,6.55
288,Marco Fabián,2014,Mexico,International-FIFA-World-Cup,WC,3,41,-,6.22
289,Héctor Herrera,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,29,2335,47,7.5
290,Héctor Herrera,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,6,531,8,7.09
291,Héctor Herrera,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,23,1282,25,6.97
292,Héctor Herrera,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,322,3,6.44
293,Héctor Herrera,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,109,-,6.19
294,Héctor Herrera,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,4,170,1,6.18
295,Héctor Herrera,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,789,13,7.34
296,Héctor Herrera,2013/2014,FC Porto,Europe-UEFA-Champions-League,UCL,3,29,-,5.92
297,Héctor Herrera,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,5,257,5,6.41
298,Héctor Herrera,2014,Mexico,International-FIFA-World-Cup,WC,4,346,2,7.24
299,Héctor Herrera,2013,Mexico,International-Confederations-Cup,ICC,1,32,-,5.81
300,Jonathan dos Santos,2018,LA Galaxy,USA-Major-League-Soccer,UMLS,8,622,9,6.88
301,Jonathan dos Santos,2017,LA Galaxy,USA-Major-League-Soccer,UMLS,12,1005,15,6.43
302,Jonathan dos Santos,2016/2017,Villarreal,Spain-La-Liga,SLL,34,2207,34,6.77
303,Jonathan dos Santos,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,8,594,9,6.83
304,Jonathan dos Santos,2015/2016,Villarreal,Spain-La-Liga,SLL,26,1762,53,6.82
305,Jonathan dos Santos,2015/2016,Villarreal,Europe-UEFA-Europa-League,UEL,10,601,15,6.83
306,Jonathan dos Santos,2014/2015,Villarreal,Spain-La-Liga,SLL,28,1632,33,6.75
307,Jonathan dos Santos,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,9,630,25,6.99
308,Jonathan dos Santos,2013/2014,Barcelona,Spain-La-Liga,SLL,3,17,-,6.09
309,Jonathan dos Santos,2012/2013,Barcelona,Spain-La-Liga,SLL,3,59,1,6.37
310,Jonathan dos Santos,2011/2012,Barcelona,Spain-La-Liga,SLL,3,119,8,6.71
311,Jonathan dos Santos,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,2,59,3,6.47
312,Jonathan dos Santos,2010/2011,Barcelona,Spain-La-Liga,SLL,2,87,5,6.54
313,Jonathan dos Santos,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,1,64,1,6.48
314,Jonathan dos Santos,2009/2010,Barcelona,Spain-La-Liga,SLL,3,86,2,6.14
315,Jonathan dos Santos,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,1,1,-,6.0
316,Javier Aquino,2015,Mexico,International-Copa-America,ICA,3,97,1,6.38
317,Javier Aquino,2014/2015,Rayo Vallecan..,Spain-La-Liga,SLL,24,1273,25,6.54
318,Javier Aquino,2013/2014,Villarreal,Spain-La-Liga,SLL,27,1695,25,6.93
319,Javier Aquino,2014,Mexico,International-FIFA-World-Cup,WC,1,29,-,6.49
320,Javier Aquino,2013,Mexico,International-Confederations-Cup,ICC,2,55,1,6.21
321,Wojciech Szczęsny,2017/2018,Juventus,Italy-Serie-A,ISA,17,1530,-,6.78
322,Wojciech Szczęsny,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,2,91,-,6.66
323,Wojciech Szczęsny,2016/2017,Roma,Italy-Serie-A,ISA,38,3420,1,6.99
324,Wojciech Szczęsny,2015/2016,Roma,Italy-Serie-A,ISA,34,3060,3,6.87
325,Wojciech Szczęsny,2015/2016,Roma,Europe-UEFA-Champions-League,UCL,8,680,2,6.63
326,Wojciech Szczęsny,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,4,330,-,6.56
327,Wojciech Szczęsny,2014/2015,Arsenal,England-Premier-League,EPL,17,1499,-,6.46
328,Wojciech Szczęsny,2016,Poland,International-European-Championship,UEC,1,90,-,6.8
329,Wojciech Szczęsny,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,7,577,1,6.65
330,Wojciech Szczęsny,2013/2014,Arsenal,England-Premier-League,EPL,37,3330,-,7.04
331,Wojciech Szczęsny,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,6.53
332,Wojciech Szczęsny,2012/2013,Arsenal,England-Premier-League,EPL,25,2250,1,6.83
333,Wojciech Szczęsny,2012,Poland,International-European-Championship,UEC,1,68,-,3.62
334,Wojciech Szczęsny,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,-,6.72
335,Wojciech Szczęsny,2011/2012,Arsenal,England-Premier-League,EPL,38,3420,-,6.6
336,Wojciech Szczęsny,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,2,112,-,6.76
337,Wojciech Szczęsny,2010/2011,Arsenal,England-Premier-League,EPL,15,1350,-,6.8
338,Joel Obi,2017/2018,Torino,Italy-Serie-A,ISA,22,1201,24,6.89
339,Joel Obi,2016/2017,Torino,Italy-Serie-A,ISA,20,773,26,6.5
340,Joel Obi,2015/2016,Torino,Italy-Serie-A,ISA,10,492,11,6.66
341,Joel Obi,2014/2015,Inter,Italy-Serie-A,ISA,11,490,6,6.48
342,Joel Obi,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,4,161,2,6.74
343,Joel Obi,2013/2014,Parma,Italy-Serie-A,ISA,8,172,2,6.17
344,Joel Obi,2012/2013,Inter,Italy-Serie-A,ISA,2,95,4,7.02
345,Joel Obi,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,1,64,1,7.11
346,Joel Obi,2011/2012,Inter,Italy-Serie-A,ISA,27,1199,27,6.49
347,Joel Obi,2011/2012,Inter,Europe-UEFA-Champions-League,UCL,7,303,9,6.39
348,Joel Obi,2010/2011,Inter,Italy-Serie-A,ISA,10,248,5,6.34
349,Joel Obi,2010/2011,Inter,Europe-UEFA-Champions-League,UCL,1,10,1,6.26
350,David de Gea,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,540,-,7.27
351,David de Gea,2017/2018,Manchester Un..,England-Premier-League,EPL,37,3330,-,6.83
352,David de Gea,2016/2017,Manchester Un..,England-Premier-League,EPL,35,3150,-,6.57
353,David de Gea,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,270,-,6.28
354,David de Gea,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,2,180,-,7.18
355,David de Gea,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,540,-,6.72
356,David de Gea,2015/2016,Manchester Un..,England-Premier-League,EPL,34,3060,-,6.66
357,David de Gea,2014/2015,Manchester Un..,England-Premier-League,EPL,37,3314,2,6.68
358,David de Gea,2016,Spain,International-European-Championship,UEC,4,360,-,6.39
359,David de Gea,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,10,900,-,6.65
360,David de Gea,2013/2014,Manchester Un..,England-Premier-League,EPL,37,3330,-,6.6
361,David de Gea,2013,Spain U21,International-EURO-U-21,IEU,5,450,-,6.75
362,David de Gea,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,7,630,-,6.85
363,David de Gea,2012/2013,Manchester Un..,England-Premier-League,EPL,28,2520,1,6.86
364,David de Gea,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,360,-,6.06
365,David de Gea,2011/2012,Manchester Un..,England-Premier-League,EPL,29,2610,1,6.98
366,David de Gea,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,38,3420,-,6.93
367,David de Gea,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,19,1710,-,6.75
368,David de Gea,2009/2010,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,64,-,7.23
369,Kevin Trapp,2017/2018,Paris Saint G..,France-Ligue-1,FL1,4,360,-,6.86
370,Kevin Trapp,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,180,1,6.5
371,Kevin Trapp,2016/2017,Paris Saint G..,France-Ligue-1,FL1,24,2124,2,7.02
372,Kevin Trapp,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,900,1,6.94
373,Kevin Trapp,2015/2016,Paris Saint G..,France-Ligue-1,FL1,35,3106,-,6.78
374,Kevin Trapp,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,22,1980,-,6.77
375,Kevin Trapp,2013/2014,Eintracht Fra..,Europe-UEFA-Europa-League,UEL,7,630,-,7.12
376,Kevin Trapp,2013/2014,Eintracht Fra..,Germany-Bundesliga,GB,34,3047,-,6.8
377,Kevin Trapp,2012/2013,Eintracht Fra..,Germany-Bundesliga,GB,26,2340,-,6.83
378,Kevin Trapp,2011/2012,Kaiserslauter..,Germany-Bundesliga,GB,23,2070,-,6.71
379,Kevin Trapp,2010/2011,Kaiserslauter..,Germany-Bundesliga,GB,9,810,-,7.07
380,Łukasz Skorupski,2017/2018,Roma,Italy-Serie-A,ISA,1,90,-,7.63
381,Łukasz Skorupski,2016/2017,Empoli,Italy-Serie-A,ISA,35,3150,3,7.0
382,Łukasz Skorupski,2015/2016,Empoli,Italy-Serie-A,ISA,31,2790,-,6.76
383,Łukasz Skorupski,2014/2015,Roma,Italy-Serie-A,ISA,3,270,-,6.37
384,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Champions-League,UCL,2,180,-,6.19
385,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Europa-League,UEL,4,360,-,6.36
386,Łukasz Skorupski,2013/2014,Roma,Italy-Serie-A,ISA,2,180,-,6.99
387,Łukasz Teodorczyk,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,389,1,6.34
388,Łukasz Teodorczyk,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,11,674,4,6.93
389,Łukasz Teodorczyk,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,4,97,2,6.1
390,Łukasz Teodorczyk,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,6,316,1,6.68
391,Šime Vrsaljko,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,21,1697,36,7.09
392,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,4,146,3,6.13
393,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,90,2,7.02
394,Šime Vrsaljko,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,14,924,32,6.95
395,Šime Vrsaljko,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,450,13,7.63
396,Šime Vrsaljko,2015/2016,Sassuolo,Italy-Serie-A,ISA,35,3062,79,7.17
397,Šime Vrsaljko,2014/2015,Sassuolo,Italy-Serie-A,ISA,21,1574,32,6.86
398,Šime Vrsaljko,2016,Croatia,International-European-Championship,UEC,2,91,-,5.83
399,Šime Vrsaljko,2013/2014,Genoa,Italy-Serie-A,ISA,22,1799,36,7.02
400,Šime Vrsaljko,2014,Croatia,International-FIFA-World-Cup,WC,2,148,4,6.77
401,Šime Vrsaljko,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,4,360,15,6.6
402,Šime Vrsaljko,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,2,180,-,5.93
403,Neymar,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,630,1,9.11
404,Neymar,2017/2018,Paris Saint G..,France-Ligue-1,FL1,20,1788,5,8.95
405,Neymar,2016/2017,Barcelona,Spain-La-Liga,SLL,30,2652,10,8.52
406,Neymar,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,797,2,8.24
407,Neymar,2015/2016,Barcelona,Spain-La-Liga,SLL,34,3057,11,8.43
408,Neymar,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,5,8.24
409,Neymar,2015,Brazil,International-Copa-America,ICA,2,180,-,7.56
410,Neymar,2014/2015,Barcelona,Spain-La-Liga,SLL,33,2573,11,7.96
411,Neymar,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1027,5,7.92
412,Neymar,2013/2014,Barcelona,Spain-La-Liga,SLL,26,1742,7,7.51
413,Neymar,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,10,774,8,7.68
414,Neymar,2014,Brazil,International-FIFA-World-Cup,WC,5,428,1,8.09
415,Neymar,2013,Santos FC,Brazil-Brasileirão,BSA,1,90,1,7.39
416,Neymar,2013,Brazil,International-Confederations-Cup,ICC,5,413,3,8.29
417,Christian Eriksen,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,6,535,4,7.08
418,Christian Eriksen,2017/2018,Tottenham,England-Premier-League,EPL,37,3226,31,7.4
419,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,451,-,7.04
420,Christian Eriksen,2016/2017,Tottenham,England-Premier-League,EPL,36,3167,21,7.53
421,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,100,1,7.39
422,Christian Eriksen,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,574,6,6.94
423,Christian Eriksen,2015/2016,Tottenham,England-Premier-League,EPL,35,2942,35,7.45
424,Christian Eriksen,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,257,3,6.57
425,Christian Eriksen,2014/2015,Tottenham,England-Premier-League,EPL,38,3142,24,7.09
426,Christian Eriksen,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,9,455,2,6.91
427,Christian Eriksen,2013/2014,Tottenham,England-Premier-League,EPL,25,1984,21,7.22
428,Christian Eriksen,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,2,8.02
429,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,1,7.24
430,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,6,7.25
431,Christian Eriksen,2012,Denmark,International-European-Championship,UEC,3,254,-,6.16
432,Christian Eriksen,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,6,530,11,7.27
433,Christian Eriksen,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,4,105,-,6.29
434,James Rodríguez,2017/2018,Bayern Munich,Germany-Bundesliga,GB,23,1627,12,7.63
435,James Rodríguez,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,779,10,7.05
436,James Rodríguez,2016/2017,Real Madrid,Spain-La-Liga,SLL,22,1180,12,7.27
437,James Rodríguez,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,6,318,3,6.81
438,James Rodríguez,2015/2016,Real Madrid,Spain-La-Liga,SLL,26,1518,16,7.32
439,James Rodríguez,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,265,2,7.09
440,James Rodríguez,2015,Colombia,International-Copa-America,ICA,4,360,-,6.86
441,James Rodríguez,2014/2015,Real Madrid,Spain-La-Liga,SLL,29,2290,22,7.85
442,James Rodríguez,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,9,705,10,7.33
443,James Rodríguez,2013/2014,Monaco,France-Ligue-1,FL1,34,2644,25,7.44
444,James Rodríguez,2014,Colombia,International-FIFA-World-Cup,WC,5,400,1,7.76
445,James Rodríguez,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,615,4,7.17
446,James Rodríguez,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,6,407,5,7.0
447,Sadio Mané,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,11,940,7,8.12
448,Sadio Mané,2017/2018,Liverpool,England-Premier-League,EPL,29,2207,9,7.27
449,Sadio Mané,2016/2017,Liverpool,England-Premier-League,EPL,27,2248,8,7.51
450,Sadio Mané,2015/2016,Southampton,England-Premier-League,EPL,37,2608,35,7.14
451,Sadio Mané,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,156,1,6.62
452,Sadio Mané,2014/2015,Southampton,England-Premier-League,EPL,30,2135,15,7.07
453,Sadio Mané,2013/2014,Salzburg,Europe-UEFA-Europa-League,UEL,9,714,5,8.01
454,Ferjani Sassi,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,3,196,3,6.63
455,Ferjani Sassi,2014/2015,Metz,France-Ligue-1,FL1,13,953,19,6.75
456,Santiago Arias,2017/2018,PSV Eindhoven,Netherlands-Eredivisie,NE,30,2664,50,7.25
457,Santiago Arias,2016/2017,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,4,332,9,6.91
458,Santiago Arias,2016/2017,PSV Eindhoven,Netherlands-Eredivisie,NE,28,2509,53,7.37
459,Santiago Arias,2015/2016,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,6,530,18,7.04
460,Santiago Arias,2015/2016,PSV Eindhoven,Netherlands-Eredivisie,NE,32,2847,77,7.38
461,Santiago Arias,2015,Colombia,International-Copa-America,ICA,2,180,2,7.08
462,Santiago Arias,2014/2015,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,4,344,7,6.73
463,Santiago Arias,2014/2015,PSV Eindhoven,Netherlands-Eredivisie,NE,21,1726,44,7.31
464,Santiago Arias,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,6,540,15,7.09
465,Santiago Arias,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,25,2181,45,7.14
466,Santiago Arias,2014,Colombia,International-FIFA-World-Cup,WC,3,124,2,6.35
467,Marcin Kamiński,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,23,1135,30,6.47
468,Marcin Kamiński,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,23,2021,42,6.88
469,Marcin Kamiński,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,450,9,6.79
470,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,7,540,8,7.05
471,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,26,1997,25,7.08
472,Daler Kuzyayev,2016/2017,FK Akhmat,Russia-Premier-League,RPL,27,2396,62,6.87
473,Daler Kuzyayev,2015/2016,FK Akhmat,Russia-Premier-League,RPL,21,1652,55,7.0
474,Daler Kuzyayev,2014/2015,FK Akhmat,Russia-Premier-League,RPL,21,1203,33,6.51
475,Daler Kuzyayev,2013/2014,FK Akhmat,Russia-Premier-League,RPL,1,10,-,6.13
476,Guillermo Varela,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,7,431,20,6.64
477,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,226,5,7.1
478,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,1,90,2,7.11
479,Guillermo Varela,2015/2016,Manchester Un..,England-Premier-League,EPL,4,315,12,6.83
480,Diego Laxalt,2017/2018,Genoa,Italy-Serie-A,ISA,32,2810,25,6.77
481,Diego Laxalt,2016/2017,Genoa,Italy-Serie-A,ISA,36,3141,42,6.79
482,Diego Laxalt,2015/2016,Genoa,Italy-Serie-A,ISA,35,3074,51,6.93
483,Diego Laxalt,2014/2015,Empoli,Italy-Serie-A,ISA,4,93,-,6.08
484,Diego Laxalt,2014/2015,Genoa,Italy-Serie-A,ISA,8,214,-,6.33
485,Diego Laxalt,2013/2014,Bologna,Italy-Serie-A,ISA,15,830,6,6.65
486,Marcelo Brozovic,2017/2018,Inter,Italy-Serie-A,ISA,31,1924,18,7.2
487,Marcelo Brozovic,2016/2017,Inter,Italy-Serie-A,ISA,23,1738,27,7.14
488,Marcelo Brozovic,2016/2017,Inter,Europe-UEFA-Europa-League,UEL,3,213,3,6.53
489,Marcelo Brozovic,2015/2016,Inter,Italy-Serie-A,ISA,32,2388,40,7.06
490,Marcelo Brozovic,2014/2015,Inter,Italy-Serie-A,ISA,15,1058,16,6.85
491,Marcelo Brozovic,2014/2015,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,6,540,4,7.28
492,Marcelo Brozovic,2016,Croatia,International-European-Championship,UEC,3,270,2,6.91
493,Marcelo Brozovic,2013/2014,Dinamo Zagreb,Europe-UEFA-Europa-League,UEL,6,445,6,6.65
494,Marcelo Brozovic,2014,Croatia,International-FIFA-World-Cup,WC,1,29,1,6.24
495,Marcelo Brozovic,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,6,522,9,6.35
496,Hörður Björgvin Magnússon,2017/2018,Bristol City,England-Championship,EC,24,1505,29,6.64
497,Hörður Björgvin Magnússon,2016/2017,Bristol City,England-Championship,EC,28,2368,52,6.89
498,Hörður Björgvin Magnússon,2014/2015,Cesena,Italy-Serie-A,ISA,12,996,26,6.68
499,Mohamed Elneny,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,12,838,15,7.01
500,Mohamed Elneny,2017/2018,Arsenal,England-Premier-League,EPL,13,870,10,6.47
501,Mohamed Elneny,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,5,81,2,6.28
502,Mohamed Elneny,2016/2017,Arsenal,England-Premier-League,EPL,14,694,7,6.53
503,Mohamed Elneny,2015/2016,FC Basel 1893,Europe-UEFA-Europa-League,UEL,5,450,10,7.7
504,Mohamed Elneny,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,1,90,2,8.28
505,Mohamed Elneny,2015/2016,Arsenal,England-Premier-League,EPL,11,794,16,6.75
506,Mohamed Elneny,2014/2015,FC Basel 1893,Europe-UEFA-Champions-League,UCL,8,713,14,6.59
507,Mohamed Elneny,2013/2014,FC Basel 1893,Europe-UEFA-Champions-League,UCL,3,167,5,6.39
508,Mohamed Elneny,2013/2014,FC Basel 1893,Europe-UEFA-Europa-League,UEL,6,410,11,6.63
509,Mohamed Elneny,2012/2013,FC Basel 1893,Europe-UEFA-Europa-League,UEL,8,460,14,6.43
510,Massimo Luongo,2017/2018,Queens Park R..,England-Championship,EC,39,3389,57,7.32
511,Massimo Luongo,2016/2017,Queens Park R..,England-Championship,EC,35,3084,57,7.27
