,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Key_Passes,Long,Short,Rating
1488,Mario Gómez,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,5,389,4,-,4,6.63
1489,Mario Gómez,2014/2015,Fiorentina,Italy-Serie-A,ISA,20,1401,12,-,12,6.57
1490,Mario Gómez,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,8,648,5,-,5,6.76
1491,Mario Gómez,2016,Germany,International-European-Championship,UEC,4,270,4,-,4,7.15
1492,Mario Gómez,2013/2014,Fiorentina,Italy-Serie-A,ISA,9,498,3,-,3,6.72
1493,Mario Gómez,2013/2014,Fiorentina,Europe-UEFA-Europa-League,UEL,4,211,2,1,1,6.71
1494,Mario Gómez,2012/2013,Bayern Munich,Germany-Bundesliga,GB,21,897,6,-,6,6.98
1495,Mario Gómez,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,203,5,-,5,6.64
1496,Mario Gómez,2012,Germany,International-European-Championship,UEC,5,283,4,-,4,6.88
1497,Mario Gómez,2011/2012,Bayern Munich,Germany-Bundesliga,GB,33,2482,34,1,33,7.38
1498,Mario Gómez,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,945,5,-,5,7.41
1499,Mario Gómez,2010/2011,Bayern Munich,Germany-Bundesliga,GB,32,2452,24,-,24,7.42
1500,Mario Gómez,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,608,4,-,4,7.61
1501,Mario Gómez,2009/2010,Bayern Munich,Germany-Bundesliga,GB,29,1938,15,1,14,7.07
1502,Mario Gómez,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,470,7,-,7,6.56
1503,Thomas Vermaelen,2017/2018,Barcelona,Spain-La-Liga,SLL,14,1018,3,-,3,6.73
1504,Thomas Vermaelen,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,1,90,1,-,1,7.33
1505,Thomas Vermaelen,2016/2017,Roma,Italy-Serie-A,ISA,9,388,1,-,1,6.46
1506,Thomas Vermaelen,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,6.46
1507,Thomas Vermaelen,2015/2016,Barcelona,Spain-La-Liga,SLL,10,506,-,-,-,6.91
1508,Thomas Vermaelen,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,7.14
1509,Thomas Vermaelen,2014/2015,Barcelona,Spain-La-Liga,SLL,1,63,-,-,-,6.84
1510,Thomas Vermaelen,2016,Belgium,International-European-Championship,UEC,4,360,-,-,-,7.07
1511,Thomas Vermaelen,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,2,91,-,-,-,6.4
1512,Thomas Vermaelen,2013/2014,Arsenal,England-Premier-League,EPL,14,782,1,-,1,6.77
1513,Thomas Vermaelen,2014,Belgium,International-FIFA-World-Cup,WC,1,32,-,-,-,6.47
1514,Thomas Vermaelen,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,2,1,1,7.11
1515,Thomas Vermaelen,2012/2013,Arsenal,England-Premier-League,EPL,29,2238,4,1,3,6.82
1516,Thomas Vermaelen,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,5,450,1,-,1,6.99
1517,Thomas Vermaelen,2011/2012,Arsenal,England-Premier-League,EPL,29,2478,10,2,8,7.13
1518,Thomas Vermaelen,2010/2011,Arsenal,England-Premier-League,EPL,5,450,1,1,-,7.26
1519,Thomas Vermaelen,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,3,1,2,7.16
1520,Thomas Vermaelen,2009/2010,Arsenal,England-Premier-League,EPL,33,2799,5,1,4,7.38
1521,Laurent Ciman,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,8,3,5,7.21
1522,Laurent Ciman,2017,Montreal Impa..,USA-Major-League-Soccer,UMLS,30,2700,8,4,4,6.75
1523,Laurent Ciman,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,33,2934,6,4,2,7.08
1524,Laurent Ciman,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,30,2676,6,4,2,7.36
1525,Laurent Ciman,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,6,540,1,1,-,7.29
1526,Laurent Ciman,2016,Belgium,International-European-Championship,UEC,1,75,-,-,-,6.48
1527,Laurent Ciman,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,4,290,-,-,-,7.22
1528,Ashley Young,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,337,2,-,2,7.27
1529,Ashley Young,2017/2018,Manchester Un..,England-Premier-League,EPL,30,2448,26,5,21,7.12
1530,Ashley Young,2016/2017,Manchester Un..,England-Premier-League,EPL,12,758,11,3,8,6.83
1531,Ashley Young,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,7,329,4,2,2,6.64
1532,Ashley Young,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,252,3,1,2,6.67
1533,Ashley Young,2015/2016,Manchester Un..,England-Premier-League,EPL,18,1063,10,-,10,6.6
1534,Ashley Young,2014/2015,Manchester Un..,England-Premier-League,EPL,26,2068,34,7,27,7.23
1535,Ashley Young,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,248,4,1,3,6.42
1536,Ashley Young,2013/2014,Manchester Un..,England-Premier-League,EPL,20,1030,16,4,12,6.55
1537,Ashley Young,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,25,-,-,-,6.06
1538,Ashley Young,2012/2013,Manchester Un..,England-Premier-League,EPL,19,1375,35,12,23,6.99
1539,Ashley Young,2012,England,International-European-Championship,UEC,4,360,2,1,1,6.69
1540,Ashley Young,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,3,245,5,2,3,7.22
1541,Ashley Young,2011/2012,Manchester Un..,England-Premier-League,EPL,25,1573,43,15,28,7.24
1542,Ashley Young,2010/2011,Aston Villa,England-Premier-League,EPL,34,3054,82,32,50,7.11
1543,Ashley Young,2009/2010,Aston Villa,England-Premier-League,EPL,37,3304,68,34,34,7.08
1544,Carlos Sánchez,2017/2018,Fiorentina,Italy-Serie-A,ISA,9,361,-,-,-,6.34
1545,Carlos Sánchez,2017/2018,Espanyol,Spain-La-Liga,SLL,14,1123,3,-,3,6.68
1546,Carlos Sánchez,2016/2017,Fiorentina,Italy-Serie-A,ISA,31,2150,9,2,7,6.71
1547,Carlos Sánchez,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,8,385,1,-,1,6.5
1548,Carlos Sánchez,2015/2016,Aston Villa,England-Premier-League,EPL,20,1371,4,-,4,6.74
1549,Carlos Sánchez,2015,Colombia,International-Copa-America,ICA,3,243,1,-,1,7.17
1550,Carlos Sánchez,2014/2015,Aston Villa,England-Premier-League,EPL,28,1987,9,2,7,6.74
1551,Carlos Sánchez,2013/2014,Elche,Spain-La-Liga,SLL,30,2127,6,1,5,6.65
1552,Carlos Sánchez,2014,Colombia,International-FIFA-World-Cup,WC,4,360,2,-,2,6.99
1553,Carlos Sánchez,2012/2013,Valenciennes,France-Ligue-1,FL1,30,2291,24,7,17,6.86
1554,Carlos Sánchez,2011/2012,Valenciennes,France-Ligue-1,FL1,21,1668,10,1,9,6.7
1555,Carlos Sánchez,2010/2011,Valenciennes,France-Ligue-1,FL1,28,2387,9,-,9,6.81
1556,Carlos Sánchez,2009/2010,Valenciennes,France-Ligue-1,FL1,28,2520,13,2,11,6.91
1557,Toshihiro Aoyama,2014,Japan,,WC,1,62,-,-,-,6.24
1558,Thiago Cionek,2017/2018,SPAL 2013,Italy-Serie-A,ISA,15,1350,2,1,1,7.16
1559,Thiago Cionek,2016/2017,Palermo,Italy-Serie-A,ISA,29,2328,1,-,1,6.84
1560,Thiago Cionek,2015/2016,Palermo,Italy-Serie-A,ISA,5,450,1,1,-,7.33
1561,Thiago Cionek,2016,Poland,International-European-Championship,UEC,1,90,-,-,-,6.9
1562,Moussa Sow,2017/2018,Bursaspor,Turkey-Super-Lig,TS,11,635,4,-,4,6.59
1563,Moussa Sow,2016/2017,Fenerbahce,Turkey-Super-Lig,TS,25,1533,11,2,9,6.72
1564,Moussa Sow,2016/2017,Fenerbahce,Europe-UEFA-Europa-League,UEL,7,585,3,-,3,6.75
1565,Moussa Sow,2015/2016,Fenerbahce,Turkey-Super-Lig,TS,2,115,-,-,-,6.87
1566,Moussa Sow,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,91,-,-,-,6.44
1567,Moussa Sow,2014/2015,Fenerbahce,Turkey-Super-Lig,TS,33,2483,26,-,26,6.85
1568,Moussa Sow,2012/2013,Fenerbahce,Europe-UEFA-Europa-League,UEL,12,1015,10,-,10,6.75
1569,Moussa Sow,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,6,492,6,1,5,6.76
1570,Moussa Sow,2011/2012,Lille,France-Ligue-1,FL1,18,1326,12,-,12,6.79
1571,Moussa Sow,2010/2011,Lille,France-Ligue-1,FL1,36,2817,32,3,29,7.37
1572,Moussa Sow,2009/2010,Rennes,France-Ligue-1,FL1,24,969,16,2,14,6.53
1573,Vladimir Granat,2017/2018,Rubin Kazan,Russia-Premier-League,RPL,27,2419,4,2,2,6.68
1574,Vladimir Granat,2016/2017,FC Rostov,Russia-Premier-League,RPL,12,1035,2,1,1,7.02
1575,Vladimir Granat,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,6,540,1,1,-,6.62
1576,Vladimir Granat,2016/2017,FC Rostov,Europe-UEFA-Europa-League,UEL,3,178,-,-,-,7.36
1577,Vladimir Granat,2015/2016,Spartak Mosco..,Russia-Premier-League,RPL,14,931,-,-,-,6.7
1578,Vladimir Granat,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,1,21,-,-,-,6.33
1579,Vladimir Granat,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,9,810,2,-,2,6.87
1580,Vladimir Granat,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,28,2520,8,2,6,7.04
1581,Fernando Muslera,2017/2018,Galatasaray,Turkey-Super-Lig,TS,33,2970,-,-,-,6.67
1582,Fernando Muslera,2016/2017,Galatasaray,Turkey-Super-Lig,TS,34,3060,1,1,-,6.84
1583,Fernando Muslera,2015/2016,Galatasaray,Turkey-Super-Lig,TS,33,2970,1,1,-,6.6
1584,Fernando Muslera,2015/2016,Galatasaray,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,7.36
1585,Fernando Muslera,2015/2016,Galatasaray,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,7.21
1586,Fernando Muslera,2015,Uruguay,International-Copa-America,ICA,4,360,1,1,-,6.73
1587,Fernando Muslera,2014/2015,Galatasaray,Turkey-Super-Lig,TS,32,2880,-,-,-,6.86
1588,Fernando Muslera,2014/2015,Galatasaray,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,5.91
1589,Fernando Muslera,2013/2014,Galatasaray,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.79
1590,Fernando Muslera,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,-,-,-,6.53
1591,Fernando Muslera,2013,Uruguay,International-Confederations-Cup,ICC,4,360,-,-,-,6.65
1592,Fernando Muslera,2012/2013,Galatasaray,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,6.78
1593,Fernando Muslera,2010/2011,Lazio,Italy-Serie-A,ISA,36,3240,-,-,-,6.81
1594,Fernando Muslera,2009/2010,Lazio,Italy-Serie-A,ISA,36,3240,3,3,-,6.62
1595,Martín Cáceres,2017/2018,Verona,Italy-Serie-A,ISA,14,1169,4,-,4,6.56
1596,Martín Cáceres,2017/2018,Lazio,Italy-Serie-A,ISA,6,440,5,1,4,6.84
1597,Martín Cáceres,2017/2018,Lazio,Europe-UEFA-Europa-League,UEL,2,116,1,-,1,6.43
1598,Martín Cáceres,2016/2017,Southampton,England-Premier-League,EPL,1,90,-,-,-,6.66
1599,Martín Cáceres,2015/2016,Juventus,Italy-Serie-A,ISA,6,449,2,1,1,6.76
1600,Martín Cáceres,2014/2015,Juventus,Italy-Serie-A,ISA,10,791,4,1,3,7.03
1601,Martín Cáceres,2014/2015,Juventus,Europe-UEFA-Champions-League,UCL,2,168,2,-,2,7.09
1602,Martín Cáceres,2013/2014,Juventus,Italy-Serie-A,ISA,17,1314,2,-,2,6.96
1603,Martín Cáceres,2013/2014,Juventus,Europe-UEFA-Champions-League,UCL,3,270,4,2,2,6.83
1604,Martín Cáceres,2013/2014,Juventus,Europe-UEFA-Europa-League,UEL,8,688,-,-,-,6.94
1605,Martín Cáceres,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,2,-,2,6.62
1606,Martín Cáceres,2013,Uruguay,International-Confederations-Cup,ICC,4,360,1,1,-,6.2
1607,Martín Cáceres,2012/2013,Juventus,Italy-Serie-A,ISA,18,1214,3,1,2,6.75
1608,Martín Cáceres,2012/2013,Juventus,Europe-UEFA-Champions-League,UCL,2,112,1,-,1,7.44
1609,Martín Cáceres,2011/2012,Juventus,Italy-Serie-A,ISA,11,710,6,1,5,6.88
1610,Martín Cáceres,2011/2012,Sevilla,Spain-La-Liga,SLL,14,1173,12,2,10,7.04
1611,Martín Cáceres,2010/2011,Sevilla,Spain-La-Liga,SLL,25,2128,16,4,12,6.97
1612,Martín Cáceres,2009/2010,Juventus,Italy-Serie-A,ISA,15,1068,13,6,7,6.79
1613,Martín Cáceres,2009/2010,Juventus,Europe-UEFA-Champions-League,UCL,5,415,7,2,5,6.73
1614,Cristhian Stuani,2017/2018,Girona,Spain-La-Liga,SLL,33,2723,13,-,13,7.03
1615,Cristhian Stuani,2016/2017,Middlesbrough,England-Premier-League,EPL,23,1362,7,-,7,6.61
1616,Cristhian Stuani,2015/2016,Middlesbrough,England-Championship,EC,36,1869,15,1,14,6.7
1617,Cristhian Stuani,2015,Uruguay,International-Copa-America,ICA,2,62,-,-,-,6.27
1618,Cristhian Stuani,2014/2015,Espanyol,Spain-La-Liga,SLL,37,1658,8,-,8,6.48
1619,Cristhian Stuani,2013/2014,Espanyol,Spain-La-Liga,SLL,34,2574,19,3,16,6.94
1620,Cristhian Stuani,2014,Uruguay,International-FIFA-World-Cup,WC,4,177,1,-,1,6.39
1621,Cristhian Stuani,2012/2013,Espanyol,Spain-La-Liga,SLL,32,2157,27,1,26,6.81
1622,Cristhian Stuani,2011/2012,Racing Santan..,Spain-La-Liga,SLL,32,2173,21,1,20,6.62
1623,Cristhian Stuani,2010/2011,Levante,Spain-La-Liga,SLL,30,1266,15,-,15,6.52
1624,Nordin Amrabat,2017/2018,Leganes,Spain-La-Liga,SLL,30,1624,23,3,20,6.36
1625,Nordin Amrabat,2017/2018,Watford,England-Premier-League,EPL,3,200,3,-,3,6.49
1626,Nordin Amrabat,2016/2017,Watford,England-Premier-League,EPL,29,2101,30,2,28,6.64
1627,Nordin Amrabat,2015/2016,Malaga,Spain-La-Liga,SLL,13,1012,17,1,16,6.4
1628,Nordin Amrabat,2015/2016,Watford,England-Premier-League,EPL,12,503,5,-,5,6.18
1629,Nordin Amrabat,2014/2015,Malaga,Spain-La-Liga,SLL,31,2043,34,1,33,6.49
1630,Nordin Amrabat,2013/2014,Malaga,Spain-La-Liga,SLL,15,1314,26,3,23,7.0
1631,Nordin Amrabat,2013/2014,Galatasaray,Europe-UEFA-Champions-League,UCL,5,158,3,-,3,6.07
1632,Nordin Amrabat,2012/2013,Galatasaray,Europe-UEFA-Champions-League,UCL,10,456,11,1,10,6.74
1633,Khalid Boutaïb,2017/2018,Yeni Malatyas..,Turkey-Super-Lig,TS,32,2713,27,2,25,7.05
1634,Khalid Boutaïb,2015/2016,GFC Ajaccio,France-Ligue-1,FL1,31,1929,29,-,29,6.71
1635,Aziz Bouhaddouz,2017/2018,St. Pauli,Germany-Bundesliga-II,GB2,26,1798,19,-,19,6.73
1636,Aziz Bouhaddouz,2016/2017,St. Pauli,Germany-Bundesliga-II,GB2,28,2346,32,1,31,7.43
1637,Aziz Bouhaddouz,2015/2016,Sandhausen,Germany-Bundesliga-II,GB2,28,2177,26,2,24,7.13
1638,João Moutinho,2017/2018,Monaco,Europe-UEFA-Champions-League,UCL,6,467,9,3,6,6.63
1639,João Moutinho,2017/2018,Monaco,France-Ligue-1,FL1,33,2801,55,11,44,7.11
1640,João Moutinho,2016/2017,Monaco,Europe-UEFA-Champions-League,UCL,11,629,11,-,11,6.54
1641,João Moutinho,2016/2017,Monaco,France-Ligue-1,FL1,31,1768,27,6,21,6.92
1642,João Moutinho,2015/2016,Monaco,Europe-UEFA-Europa-League,UEL,6,496,13,2,11,6.98
1643,João Moutinho,2015/2016,Monaco,France-Ligue-1,FL1,26,2123,43,13,30,6.95
1644,João Moutinho,2014/2015,Monaco,Europe-UEFA-Champions-League,UCL,10,892,13,4,9,7.03
1645,João Moutinho,2014/2015,Monaco,France-Ligue-1,FL1,37,3165,69,15,54,7.27
1646,João Moutinho,2016,Portugal,International-European-Championship,UEC,6,258,9,1,8,6.46
1647,João Moutinho,2013/2014,Monaco,France-Ligue-1,FL1,31,2564,58,25,33,7.3
1648,João Moutinho,2014,Portugal,International-FIFA-World-Cup,WC,3,270,9,2,7,6.69
1649,João Moutinho,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,662,27,8,19,7.51
1650,João Moutinho,2012,Portugal,International-European-Championship,UEC,5,450,10,3,7,7.27
1651,João Moutinho,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,6,528,16,5,11,7.69
1652,Luis Suárez,2017/2018,Barcelona,Spain-La-Liga,SLL,33,2902,57,2,55,7.72
1653,Luis Suárez,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,10,884,10,-,10,6.8
1654,Luis Suárez,2016/2017,Barcelona,Spain-La-Liga,SLL,35,2865,62,2,60,7.8
1655,Luis Suárez,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,7,-,7,7.09
1656,Luis Suárez,2015/2016,Barcelona,Spain-La-Liga,SLL,35,3150,55,3,52,8.0
1657,Luis Suárez,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,12,-,12,7.73
1658,Luis Suárez,2014/2015,Barcelona,Spain-La-Liga,SLL,27,2180,60,4,56,7.69
1659,Luis Suárez,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,10,828,10,-,10,7.9
1660,Luis Suárez,2013/2014,Liverpool,England-Premier-League,EPL,33,2965,88,9,79,8.43
1661,Luis Suárez,2014,Uruguay,International-FIFA-World-Cup,WC,2,178,3,-,3,7.23
1662,Luis Suárez,2013,Uruguay,International-Confederations-Cup,ICC,5,374,3,-,3,7.15
1663,Luis Suárez,2012/2013,Liverpool,Europe-UEFA-Europa-League,UEL,6,414,3,-,3,7.18
1664,Luis Suárez,2012/2013,Liverpool,England-Premier-League,EPL,33,2955,91,7,84,7.89
1665,Luis Suárez,2011/2012,Liverpool,England-Premier-League,EPL,31,2557,63,7,56,7.35
1666,Luis Suárez,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,5,450,11,3,8,7.75
1667,Luis Suárez,2010/2011,Liverpool,England-Premier-League,EPL,13,1102,25,2,23,7.63
1668,Edinson Cavani,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,680,5,-,5,7.59
1669,Edinson Cavani,2017/2018,Paris Saint G..,France-Ligue-1,FL1,32,2589,38,-,38,7.69
1670,Edinson Cavani,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,8,720,5,-,5,7.58
1671,Edinson Cavani,2016/2017,Paris Saint G..,France-Ligue-1,FL1,36,2978,26,1,25,7.36
1672,Edinson Cavani,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,642,4,-,4,6.6
1673,Edinson Cavani,2015/2016,Paris Saint G..,France-Ligue-1,FL1,32,2305,24,2,22,7.27
1674,Edinson Cavani,2015,Uruguay,International-Copa-America,ICA,4,333,-,-,-,6.23
