,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,TotalTackles,DribbledPast,TotalAttemptedTackles,Rating
219,Toni Kroos,2016/2017,Real Madrid,Spain-La-Liga,SLL,29,2501,74,43,117,7.67
220,Toni Kroos,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,12,1003,23,18,41,7.21
221,Toni Kroos,2015/2016,Real Madrid,Spain-La-Liga,SLL,32,2745,64,53,117,7.33
222,Toni Kroos,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,12,995,27,17,44,7.36
223,Toni Kroos,2014/2015,Real Madrid,Spain-La-Liga,SLL,36,3064,95,60,155,7.42
224,Toni Kroos,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,12,969,31,29,60,7.33
225,Toni Kroos,2016,Germany,International-European-Championship,UEC,6,540,9,17,26,7.75
226,Toni Kroos,2013/2014,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,986,27,11,38,7.45
227,Toni Kroos,2013/2014,Bayern Munich,Germany-Bundesliga,GB,29,2072,52,32,84,7.34
228,Toni Kroos,2014,Germany,International-FIFA-World-Cup,WC,7,630,14,7,21,7.65
229,Toni Kroos,2012/2013,Bayern Munich,Germany-Bundesliga,GB,24,1926,37,26,63,7.69
230,Toni Kroos,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,9,591,13,10,23,7.37
231,Toni Kroos,2012,Germany,International-European-Championship,UEC,4,108,6,-,6,6.35
232,Toni Kroos,2011/2012,Bayern Munich,Germany-Bundesliga,GB,31,2357,59,33,92,7.52
233,Toni Kroos,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,1013,30,16,46,7.88
234,Toni Kroos,2010/2011,Bayern Munich,Germany-Bundesliga,GB,27,1740,36,24,60,6.82
235,Toni Kroos,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,485,19,4,23,7.21
236,Toni Kroos,2009/2010,Bayer Leverku..,Germany-Bundesliga,GB,33,2360,47,25,72,7.59
237,César Azpilicueta,2017/2018,Chelsea,Europe-UEFA-Champions-League,UCL,8,705,13,6,19,6.75
238,César Azpilicueta,2017/2018,Chelsea,England-Premier-League,EPL,37,3330,80,27,107,7.18
239,César Azpilicueta,2016/2017,Chelsea,England-Premier-League,EPL,38,3420,85,35,120,7.21
240,César Azpilicueta,2015/2016,Chelsea,Europe-UEFA-Champions-League,UCL,8,720,31,12,43,7.4
241,César Azpilicueta,2015/2016,Chelsea,England-Premier-League,EPL,37,3202,114,28,142,7.03
242,César Azpilicueta,2014/2015,Chelsea,Europe-UEFA-Champions-League,UCL,4,360,11,4,15,7.37
243,César Azpilicueta,2014/2015,Chelsea,England-Premier-League,EPL,29,2484,86,31,117,7.24
244,César Azpilicueta,2016,Spain,International-European-Championship,UEC,1,9,1,-,1,6.3
245,César Azpilicueta,2013/2014,Chelsea,Europe-UEFA-Champions-League,UCL,10,821,32,10,42,7.37
246,César Azpilicueta,2013/2014,Chelsea,England-Premier-League,EPL,29,2325,98,29,127,7.26
247,César Azpilicueta,2014,Spain,International-FIFA-World-Cup,WC,2,180,5,-,5,6.44
248,César Azpilicueta,2013,Spain,International-Confederations-Cup,ICC,2,135,7,-,7,7.82
249,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Europa-League,UEL,8,720,21,-,21,6.82
250,César Azpilicueta,2012/2013,Chelsea,Europe-UEFA-Champions-League,UCL,1,61,3,-,3,6.46
251,César Azpilicueta,2012/2013,Chelsea,England-Premier-League,EPL,27,2196,69,15,84,6.99
252,César Azpilicueta,2012/2013,Marseille,France-Ligue-1,FL1,2,180,-,-,-,7.29
253,César Azpilicueta,2011/2012,Marseille,Europe-UEFA-Champions-League,UCL,8,710,28,2,30,7.37
254,César Azpilicueta,2011/2012,Marseille,France-Ligue-1,FL1,30,2522,73,21,94,7.05
255,César Azpilicueta,2010/2011,Marseille,Europe-UEFA-Champions-League,UCL,4,360,22,2,24,7.77
256,César Azpilicueta,2010/2011,Marseille,France-Ligue-1,FL1,15,1015,59,11,70,7.11
257,César Azpilicueta,2009/2010,Osasuna,Spain-La-Liga,SLL,33,2970,103,19,122,7.04
258,Kyle Walker,2017/2018,Manchester Ci..,Europe-UEFA-Champions-League,UCL,7,630,8,4,12,7.1
259,Kyle Walker,2017/2018,Manchester Ci..,England-Premier-League,EPL,32,2787,47,13,60,7.05
260,Kyle Walker,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,3,270,5,3,8,7.29
261,Kyle Walker,2016/2017,Tottenham,England-Premier-League,EPL,33,2704,72,18,90,7.2
262,Kyle Walker,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,180,3,4,7,6.89
263,Kyle Walker,2015/2016,Tottenham,England-Premier-League,EPL,33,2943,87,25,112,7.19
264,Kyle Walker,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,3,182,1,1,2,6.63
265,Kyle Walker,2014/2015,Tottenham,England-Premier-League,EPL,15,1307,36,8,44,6.97
266,Kyle Walker,2016,England,International-European-Championship,UEC,3,270,4,1,5,6.99
267,Kyle Walker,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,3,256,7,3,10,7.14
268,Kyle Walker,2013/2014,Tottenham,England-Premier-League,EPL,26,2298,53,26,79,7.06
269,Kyle Walker,2012/2013,Tottenham,Europe-UEFA-Europa-League,UEL,11,990,28,4,32,7.25
270,Kyle Walker,2012/2013,Tottenham,England-Premier-League,EPL,36,3161,83,14,97,7.16
271,Kyle Walker,2011/2012,Tottenham,England-Premier-League,EPL,37,3231,97,21,118,7.13
272,Kyle Walker,2010/2011,Aston Villa,England-Premier-League,EPL,15,1338,41,9,50,7.27
273,Kyle Walker,2010/2011,Tottenham,England-Premier-League,EPL,1,3,-,-,-,6.0
274,Kyle Walker,2009/2010,Tottenham,England-Premier-League,EPL,2,180,11,3,14,6.92
275,Odion Ighalo,2018,Changchun Yat..,China-Super-league,CSl,11,990,3,3,6,7.12
276,Odion Ighalo,2017,Changchun Yat..,China-Super-league,CSl,27,2413,6,6,12,7.24
277,Odion Ighalo,2016/2017,Watford,England-Premier-League,EPL,18,1292,10,5,15,6.35
278,Odion Ighalo,2015/2016,Watford,England-Premier-League,EPL,37,3153,27,22,49,6.95
279,Odion Ighalo,2014/2015,Watford,England-Championship,EC,34,1928,18,5,23,7.06
280,Odion Ighalo,2013/2014,Granada,Spain-La-Liga,SLL,16,347,3,1,4,6.2
281,Odion Ighalo,2012/2013,Granada,Spain-La-Liga,SLL,28,1778,18,3,21,6.62
282,Odion Ighalo,2011/2012,Granada,Spain-La-Liga,SLL,30,1646,8,-,8,6.41
283,Odion Ighalo,2010/2011,Cesena,Italy-Serie-A,ISA,3,26,1,-,1,6.23
284,Marco Fabián,2017/2018,Eintracht Fra..,Germany-Bundesliga,GB,7,420,5,1,6,6.52
285,Marco Fabián,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,24,2058,40,23,63,7.18
286,Marco Fabián,2015/2016,Eintracht Fra..,Germany-Bundesliga,GB,11,802,12,8,20,6.71
287,Marco Fabián,2015,Mexico,International-Copa-America,ICA,1,38,3,-,3,6.55
288,Marco Fabián,2014,Mexico,International-FIFA-World-Cup,WC,3,41,4,-,4,6.22
289,Héctor Herrera,2017/2018,FC Porto,Portugal-Liga-NOS,PLN,29,2335,82,31,113,7.5
290,Héctor Herrera,2017/2018,FC Porto,Europe-UEFA-Champions-League,UCL,6,531,19,16,35,7.09
291,Héctor Herrera,2016/2017,FC Porto,Portugal-Liga-NOS,PLN,23,1282,38,10,48,6.97
292,Héctor Herrera,2016/2017,FC Porto,Europe-UEFA-Champions-League,UCL,6,322,1,1,2,6.44
293,Héctor Herrera,2015/2016,FC Porto,Europe-UEFA-Europa-League,UEL,2,109,4,1,5,6.19
294,Héctor Herrera,2015/2016,FC Porto,Europe-UEFA-Champions-League,UCL,4,170,5,5,10,6.18
295,Héctor Herrera,2014/2015,FC Porto,Europe-UEFA-Champions-League,UCL,9,789,15,12,27,7.34
296,Héctor Herrera,2013/2014,FC Porto,Europe-UEFA-Champions-League,UCL,3,29,1,1,2,5.92
297,Héctor Herrera,2013/2014,FC Porto,Europe-UEFA-Europa-League,UEL,5,257,11,4,15,6.41
298,Héctor Herrera,2014,Mexico,International-FIFA-World-Cup,WC,4,346,4,7,11,7.24
299,Héctor Herrera,2013,Mexico,International-Confederations-Cup,ICC,1,32,-,1,1,5.81
300,Jonathan dos Santos,2018,LA Galaxy,USA-Major-League-Soccer,UMLS,8,622,21,14,35,6.88
301,Jonathan dos Santos,2017,LA Galaxy,USA-Major-League-Soccer,UMLS,12,1005,19,15,34,6.43
302,Jonathan dos Santos,2016/2017,Villarreal,Spain-La-Liga,SLL,34,2207,58,44,102,6.77
303,Jonathan dos Santos,2016/2017,Villarreal,Europe-UEFA-Europa-League,UEL,8,594,22,9,31,6.83
304,Jonathan dos Santos,2015/2016,Villarreal,Spain-La-Liga,SLL,26,1762,51,36,87,6.82
305,Jonathan dos Santos,2015/2016,Villarreal,Europe-UEFA-Europa-League,UEL,10,601,14,9,23,6.83
306,Jonathan dos Santos,2014/2015,Villarreal,Spain-La-Liga,SLL,28,1632,42,25,67,6.75
307,Jonathan dos Santos,2014/2015,Villarreal,Europe-UEFA-Europa-League,UEL,9,630,24,15,39,6.99
308,Jonathan dos Santos,2013/2014,Barcelona,Spain-La-Liga,SLL,3,17,2,1,3,6.09
309,Jonathan dos Santos,2012/2013,Barcelona,Spain-La-Liga,SLL,3,59,2,-,2,6.37
310,Jonathan dos Santos,2011/2012,Barcelona,Spain-La-Liga,SLL,3,119,5,-,5,6.71
311,Jonathan dos Santos,2011/2012,Barcelona,Europe-UEFA-Champions-League,UCL,2,59,-,1,1,6.47
312,Jonathan dos Santos,2010/2011,Barcelona,Spain-La-Liga,SLL,2,87,2,-,2,6.54
313,Jonathan dos Santos,2010/2011,Barcelona,Europe-UEFA-Champions-League,UCL,1,64,-,1,1,6.48
314,Jonathan dos Santos,2009/2010,Barcelona,Spain-La-Liga,SLL,3,86,2,2,4,6.14
315,Jonathan dos Santos,2009/2010,Barcelona,Europe-UEFA-Champions-League,UCL,1,1,-,-,-,6.0
316,Javier Aquino,2015,Mexico,International-Copa-America,ICA,3,97,6,4,10,6.38
317,Javier Aquino,2014/2015,Rayo Vallecan..,Spain-La-Liga,SLL,24,1273,41,13,54,6.54
318,Javier Aquino,2013/2014,Villarreal,Spain-La-Liga,SLL,27,1695,71,16,87,6.93
319,Javier Aquino,2014,Mexico,International-FIFA-World-Cup,WC,1,29,1,-,1,6.49
320,Javier Aquino,2013,Mexico,International-Confederations-Cup,ICC,2,55,1,-,1,6.21
321,Wojciech Szczęsny,2017/2018,Juventus,Italy-Serie-A,ISA,17,1530,-,-,-,6.78
322,Wojciech Szczęsny,2017/2018,Juventus,Europe-UEFA-Champions-League,UCL,2,91,-,-,-,6.66
323,Wojciech Szczęsny,2016/2017,Roma,Italy-Serie-A,ISA,38,3420,1,-,1,6.99
324,Wojciech Szczęsny,2015/2016,Roma,Italy-Serie-A,ISA,34,3060,-,-,-,6.87
325,Wojciech Szczęsny,2015/2016,Roma,Europe-UEFA-Champions-League,UCL,8,680,1,-,1,6.63
326,Wojciech Szczęsny,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,4,330,-,1,1,6.56
327,Wojciech Szczęsny,2014/2015,Arsenal,England-Premier-League,EPL,17,1499,-,1,1,6.46
328,Wojciech Szczęsny,2016,Poland,International-European-Championship,UEC,1,90,-,-,-,6.8
329,Wojciech Szczęsny,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,7,577,-,-,-,6.65
330,Wojciech Szczęsny,2013/2014,Arsenal,England-Premier-League,EPL,37,3330,3,1,4,7.04
331,Wojciech Szczęsny,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,6.53
332,Wojciech Szczęsny,2012/2013,Arsenal,England-Premier-League,EPL,25,2250,-,3,3,6.83
333,Wojciech Szczęsny,2012,Poland,International-European-Championship,UEC,1,68,-,-,-,3.62
334,Wojciech Szczęsny,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,-,1,1,6.72
335,Wojciech Szczęsny,2011/2012,Arsenal,England-Premier-League,EPL,38,3420,1,1,2,6.6
336,Wojciech Szczęsny,2010/2011,Arsenal,Europe-UEFA-Champions-League,UCL,2,112,-,-,-,6.76
337,Wojciech Szczęsny,2010/2011,Arsenal,England-Premier-League,EPL,15,1350,-,-,-,6.8
338,Joel Obi,2017/2018,Torino,Italy-Serie-A,ISA,22,1201,45,18,63,6.89
339,Joel Obi,2016/2017,Torino,Italy-Serie-A,ISA,20,773,21,17,38,6.5
340,Joel Obi,2015/2016,Torino,Italy-Serie-A,ISA,10,492,21,5,26,6.66
341,Joel Obi,2014/2015,Inter,Italy-Serie-A,ISA,11,490,14,5,19,6.48
342,Joel Obi,2014/2015,Inter,Europe-UEFA-Europa-League,UEL,4,161,14,3,17,6.74
343,Joel Obi,2013/2014,Parma,Italy-Serie-A,ISA,8,172,6,7,13,6.17
344,Joel Obi,2012/2013,Inter,Italy-Serie-A,ISA,2,95,6,2,8,7.02
345,Joel Obi,2012/2013,Inter,Europe-UEFA-Europa-League,UEL,1,64,-,1,1,7.11
346,Joel Obi,2011/2012,Inter,Italy-Serie-A,ISA,27,1199,49,10,59,6.49
347,Joel Obi,2011/2012,Inter,Europe-UEFA-Champions-League,UCL,7,303,8,4,12,6.39
348,Joel Obi,2010/2011,Inter,Italy-Serie-A,ISA,10,248,6,3,9,6.34
349,Joel Obi,2010/2011,Inter,Europe-UEFA-Champions-League,UCL,1,10,1,1,2,6.26
350,David de Gea,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,7.27
351,David de Gea,2017/2018,Manchester Un..,England-Premier-League,EPL,37,3330,-,1,1,6.83
352,David de Gea,2016/2017,Manchester Un..,England-Premier-League,EPL,35,3150,-,1,1,6.57
353,David de Gea,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,270,-,-,-,6.28
354,David de Gea,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,7.18
355,David de Gea,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.72
356,David de Gea,2015/2016,Manchester Un..,England-Premier-League,EPL,34,3060,1,1,2,6.66
357,David de Gea,2014/2015,Manchester Un..,England-Premier-League,EPL,37,3314,-,1,1,6.68
358,David de Gea,2016,Spain,International-European-Championship,UEC,4,360,1,-,1,6.39
359,David de Gea,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,6.65
360,David de Gea,2013/2014,Manchester Un..,England-Premier-League,EPL,37,3330,-,-,-,6.6
361,David de Gea,2013,Spain U21,International-EURO-U-21,IEU,5,450,-,-,-,6.75
362,David de Gea,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,7,630,-,-,-,6.85
363,David de Gea,2012/2013,Manchester Un..,England-Premier-League,EPL,28,2520,-,1,1,6.86
364,David de Gea,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,360,-,-,-,6.06
365,David de Gea,2011/2012,Manchester Un..,England-Premier-League,EPL,29,2610,1,1,2,6.98
366,David de Gea,2010/2011,Atletico Madr..,Spain-La-Liga,SLL,38,3420,-,-,-,6.93
367,David de Gea,2009/2010,Atletico Madr..,Spain-La-Liga,SLL,19,1710,-,-,-,6.75
368,David de Gea,2009/2010,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,64,-,-,-,7.23
369,Kevin Trapp,2017/2018,Paris Saint G..,France-Ligue-1,FL1,4,360,-,-,-,6.86
370,Kevin Trapp,2016/2017,Paris Saint G..,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.5
371,Kevin Trapp,2016/2017,Paris Saint G..,France-Ligue-1,FL1,24,2124,1,1,2,7.02
372,Kevin Trapp,2015/2016,Paris Saint G..,Europe-UEFA-Champions-League,UCL,10,900,-,-,-,6.94
373,Kevin Trapp,2015/2016,Paris Saint G..,France-Ligue-1,FL1,35,3106,1,-,1,6.78
374,Kevin Trapp,2014/2015,Eintracht Fra..,Germany-Bundesliga,GB,22,1980,-,-,-,6.77
375,Kevin Trapp,2013/2014,Eintracht Fra..,Europe-UEFA-Europa-League,UEL,7,630,-,-,-,7.12
376,Kevin Trapp,2013/2014,Eintracht Fra..,Germany-Bundesliga,GB,34,3047,-,5,5,6.8
377,Kevin Trapp,2012/2013,Eintracht Fra..,Germany-Bundesliga,GB,26,2340,-,1,1,6.83
378,Kevin Trapp,2011/2012,Kaiserslauter..,Germany-Bundesliga,GB,23,2070,1,3,4,6.71
379,Kevin Trapp,2010/2011,Kaiserslauter..,Germany-Bundesliga,GB,9,810,-,1,1,7.07
380,Łukasz Skorupski,2017/2018,Roma,Italy-Serie-A,ISA,1,90,-,-,-,7.63
381,Łukasz Skorupski,2016/2017,Empoli,Italy-Serie-A,ISA,35,3150,-,2,2,7.0
382,Łukasz Skorupski,2015/2016,Empoli,Italy-Serie-A,ISA,31,2790,-,-,-,6.76
383,Łukasz Skorupski,2014/2015,Roma,Italy-Serie-A,ISA,3,270,-,-,-,6.37
384,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Champions-League,UCL,2,180,-,-,-,6.19
385,Łukasz Skorupski,2014/2015,Roma,Europe-UEFA-Europa-League,UEL,4,360,-,1,1,6.36
386,Łukasz Skorupski,2013/2014,Roma,Italy-Serie-A,ISA,2,180,-,-,-,6.99
387,Łukasz Teodorczyk,2017/2018,Anderlecht,Europe-UEFA-Champions-League,UCL,6,389,3,6,9,6.34
388,Łukasz Teodorczyk,2016/2017,Anderlecht,Europe-UEFA-Europa-League,UEL,11,674,5,5,10,6.93
389,Łukasz Teodorczyk,2015/2016,Dynamo Kyiv,Europe-UEFA-Champions-League,UCL,4,97,2,1,3,6.1
390,Łukasz Teodorczyk,2014/2015,Dynamo Kyiv,Europe-UEFA-Europa-League,UEL,6,316,2,2,4,6.68
391,Šime Vrsaljko,2017/2018,Atletico Madr..,Spain-La-Liga,SLL,21,1697,48,14,62,7.09
392,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Europa-League,UEL,4,146,3,1,4,6.13
393,Šime Vrsaljko,2017/2018,Atletico Madr..,Europe-UEFA-Champions-League,UCL,1,90,1,-,1,7.02
394,Šime Vrsaljko,2016/2017,Atletico Madr..,Spain-La-Liga,SLL,14,924,28,10,38,6.95
395,Šime Vrsaljko,2016/2017,Atletico Madr..,Europe-UEFA-Champions-League,UCL,5,450,15,3,18,7.63
396,Šime Vrsaljko,2015/2016,Sassuolo,Italy-Serie-A,ISA,35,3062,67,16,83,7.17
397,Šime Vrsaljko,2014/2015,Sassuolo,Italy-Serie-A,ISA,21,1574,25,6,31,6.86
398,Šime Vrsaljko,2016,Croatia,International-European-Championship,UEC,2,91,-,-,-,5.83
399,Šime Vrsaljko,2013/2014,Genoa,Italy-Serie-A,ISA,22,1799,43,16,59,7.02
400,Šime Vrsaljko,2014,Croatia,International-FIFA-World-Cup,WC,2,148,2,2,4,6.77
401,Šime Vrsaljko,2012/2013,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,4,360,9,1,10,6.6
402,Šime Vrsaljko,2011/2012,Dinamo Zagreb,Europe-UEFA-Champions-League,UCL,2,180,6,1,7,5.93
403,Neymar,2017/2018,Paris Saint G..,Europe-UEFA-Champions-League,UCL,7,630,11,6,17,9.11
404,Neymar,2017/2018,Paris Saint G..,France-Ligue-1,FL1,20,1788,20,33,53,8.95
405,Neymar,2016/2017,Barcelona,Spain-La-Liga,SLL,30,2652,40,14,54,8.52
406,Neymar,2016/2017,Barcelona,Europe-UEFA-Champions-League,UCL,9,797,16,10,26,8.24
407,Neymar,2015/2016,Barcelona,Spain-La-Liga,SLL,34,3057,28,18,46,8.43
408,Neymar,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,9,810,13,10,23,8.24
409,Neymar,2015,Brazil,International-Copa-America,ICA,2,180,1,-,1,7.56
410,Neymar,2014/2015,Barcelona,Spain-La-Liga,SLL,33,2573,43,16,59,7.96
411,Neymar,2014/2015,Barcelona,Europe-UEFA-Champions-League,UCL,12,1027,11,15,26,7.92
412,Neymar,2013/2014,Barcelona,Spain-La-Liga,SLL,26,1742,21,9,30,7.51
413,Neymar,2013/2014,Barcelona,Europe-UEFA-Champions-League,UCL,10,774,11,9,20,7.68
414,Neymar,2014,Brazil,International-FIFA-World-Cup,WC,5,428,7,6,13,8.09
415,Neymar,2013,Santos FC,Brazil-Brasileirão,BSA,1,90,1,-,1,7.39
416,Neymar,2013,Brazil,International-Confederations-Cup,ICC,5,413,5,4,9,8.29
417,Christian Eriksen,2017/2018,Tottenham,Europe-UEFA-Champions-League,UCL,6,535,5,6,11,7.08
418,Christian Eriksen,2017/2018,Tottenham,England-Premier-League,EPL,37,3226,51,42,93,7.4
419,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Champions-League,UCL,6,451,5,4,9,7.04
420,Christian Eriksen,2016/2017,Tottenham,England-Premier-League,EPL,36,3167,45,47,92,7.53
421,Christian Eriksen,2016/2017,Tottenham,Europe-UEFA-Europa-League,UEL,2,100,1,2,3,7.39
422,Christian Eriksen,2015/2016,Tottenham,Europe-UEFA-Europa-League,UEL,7,574,7,9,16,6.94
423,Christian Eriksen,2015/2016,Tottenham,England-Premier-League,EPL,35,2942,47,26,73,7.45
424,Christian Eriksen,2014/2015,Tottenham,Europe-UEFA-Europa-League,UEL,4,257,3,2,5,6.57
425,Christian Eriksen,2014/2015,Tottenham,England-Premier-League,EPL,38,3142,51,36,87,7.09
426,Christian Eriksen,2013/2014,Tottenham,Europe-UEFA-Europa-League,UEL,9,455,8,5,13,6.91
427,Christian Eriksen,2013/2014,Tottenham,England-Premier-League,EPL,25,1984,24,18,42,7.22
428,Christian Eriksen,2013/2014,Ajax,Netherlands-Eredivisie,NE,4,360,6,1,7,8.02
429,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,180,6,3,9,7.24
430,Christian Eriksen,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,6,540,4,3,7,7.25
431,Christian Eriksen,2012,Denmark,International-European-Championship,UEC,3,254,1,3,4,6.16
432,Christian Eriksen,2011/2012,Ajax,Europe-UEFA-Champions-League,UCL,6,530,6,3,9,7.27
433,Christian Eriksen,2010/2011,Ajax,Europe-UEFA-Champions-League,UCL,4,105,-,-,-,6.29
434,James Rodríguez,2017/2018,Bayern Munich,Germany-Bundesliga,GB,23,1627,35,15,50,7.63
435,James Rodríguez,2017/2018,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,779,17,16,33,7.05
436,James Rodríguez,2016/2017,Real Madrid,Spain-La-Liga,SLL,22,1180,28,15,43,7.27
437,James Rodríguez,2016/2017,Real Madrid,Europe-UEFA-Champions-League,UCL,6,318,5,5,10,6.81
438,James Rodríguez,2015/2016,Real Madrid,Spain-La-Liga,SLL,26,1518,34,25,59,7.32
439,James Rodríguez,2015/2016,Real Madrid,Europe-UEFA-Champions-League,UCL,5,265,6,5,11,7.09
440,James Rodríguez,2015,Colombia,International-Copa-America,ICA,4,360,3,10,13,6.86
441,James Rodríguez,2014/2015,Real Madrid,Spain-La-Liga,SLL,29,2290,40,39,79,7.85
442,James Rodríguez,2014/2015,Real Madrid,Europe-UEFA-Champions-League,UCL,9,705,12,15,27,7.33
443,James Rodríguez,2013/2014,Monaco,France-Ligue-1,FL1,34,2644,38,29,67,7.44
444,James Rodríguez,2014,Colombia,International-FIFA-World-Cup,WC,5,400,5,7,12,7.76
445,James Rodríguez,2012/2013,FC Porto,Europe-UEFA-Champions-League,UCL,8,615,7,9,16,7.17
446,James Rodríguez,2011/2012,FC Porto,Europe-UEFA-Champions-League,UCL,6,407,-,2,2,7.0
447,Sadio Mané,2017/2018,Liverpool,Europe-UEFA-Champions-League,UCL,11,940,22,13,35,8.12
448,Sadio Mané,2017/2018,Liverpool,England-Premier-League,EPL,29,2207,28,20,48,7.27
449,Sadio Mané,2016/2017,Liverpool,England-Premier-League,EPL,27,2248,23,20,43,7.51
450,Sadio Mané,2015/2016,Southampton,England-Premier-League,EPL,37,2608,54,19,73,7.14
451,Sadio Mané,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,156,1,-,1,6.62
452,Sadio Mané,2014/2015,Southampton,England-Premier-League,EPL,30,2135,39,19,58,7.07
453,Sadio Mané,2013/2014,Salzburg,Europe-UEFA-Europa-League,UEL,9,714,24,12,36,8.01
454,Ferjani Sassi,2015,Tunisia,International-Africa-Cup-of-Nations,ACoN,3,196,6,4,10,6.63
455,Ferjani Sassi,2014/2015,Metz,France-Ligue-1,FL1,13,953,26,11,37,6.75
456,Santiago Arias,2017/2018,PSV Eindhoven,Netherlands-Eredivisie,NE,30,2664,45,26,71,7.25
457,Santiago Arias,2016/2017,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,4,332,5,2,7,6.91
458,Santiago Arias,2016/2017,PSV Eindhoven,Netherlands-Eredivisie,NE,28,2509,63,26,89,7.37
459,Santiago Arias,2015/2016,PSV Eindhoven,Europe-UEFA-Champions-League,UCL,6,530,16,6,22,7.04
460,Santiago Arias,2015/2016,PSV Eindhoven,Netherlands-Eredivisie,NE,32,2847,61,32,93,7.38
461,Santiago Arias,2015,Colombia,International-Copa-America,ICA,2,180,8,3,11,7.08
462,Santiago Arias,2014/2015,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,4,344,9,2,11,6.73
463,Santiago Arias,2014/2015,PSV Eindhoven,Netherlands-Eredivisie,NE,21,1726,50,14,64,7.31
464,Santiago Arias,2013/2014,PSV Eindhoven,Europe-UEFA-Europa-League,UEL,6,540,12,2,14,7.09
465,Santiago Arias,2013/2014,PSV Eindhoven,Netherlands-Eredivisie,NE,25,2181,63,17,80,7.14
466,Santiago Arias,2014,Colombia,International-FIFA-World-Cup,WC,3,124,3,2,5,6.35
467,Marcin Kamiński,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,23,1135,17,6,23,6.47
468,Marcin Kamiński,2016/2017,VfB Stuttgart,Germany-Bundesliga-II,GB2,23,2021,39,6,45,6.88
469,Marcin Kamiński,2015/2016,Lech Poznan,Europe-UEFA-Europa-League,UEL,5,450,4,1,5,6.79
470,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Europe-UEFA-Europa-League,UEL,7,540,16,9,25,7.05
471,Daler Kuzyayev,2017/2018,Zenit St. Pet..,Russia-Premier-League,RPL,26,1997,55,12,67,7.08
472,Daler Kuzyayev,2016/2017,FK Akhmat,Russia-Premier-League,RPL,27,2396,73,22,95,6.87
473,Daler Kuzyayev,2015/2016,FK Akhmat,Russia-Premier-League,RPL,21,1652,58,8,66,7.0
474,Daler Kuzyayev,2014/2015,FK Akhmat,Russia-Premier-League,RPL,21,1203,34,9,43,6.51
475,Daler Kuzyayev,2013/2014,FK Akhmat,Russia-Premier-League,RPL,1,10,-,-,-,6.13
476,Guillermo Varela,2016/2017,Eintracht Fra..,Germany-Bundesliga,GB,7,431,8,5,13,6.64
477,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Europa-League,UEL,3,226,8,5,13,7.1
478,Guillermo Varela,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,1,90,7,1,8,7.11
