,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Total_Aerial_Duels,Won,Lost,Rating
1413,Guillermo Ochoa,2015/2016,Malaga,Spain-La-Liga,SLL,11,953,2,2,-,6.8
1414,Guillermo Ochoa,2013/2014,AC Ajaccio,France-Ligue-1,FL1,37,3330,4,4,-,6.71
1415,Guillermo Ochoa,2014,Mexico,International-FIFA-World-Cup,WC,4,360,1,1,-,7.02
1416,Guillermo Ochoa,2013,Mexico,International-Confederations-Cup,ICC,1,90,-,-,-,6.81
1417,Guillermo Ochoa,2012/2013,AC Ajaccio,France-Ligue-1,FL1,38,3393,5,3,2,6.88
1418,Guillermo Ochoa,2011/2012,AC Ajaccio,France-Ligue-1,FL1,37,3327,1,1,-,7.03
1419,Nacho Monreal,2017/2018,Arsenal,Europe-UEFA-Europa-League,UEL,7,613,24,11,13,6.97
1420,Nacho Monreal,2017/2018,Arsenal,England-Premier-League,EPL,28,2244,125,62,63,7.13
1421,Nacho Monreal,2016/2017,Arsenal,Europe-UEFA-Champions-League,UCL,3,255,3,2,1,6.86
1422,Nacho Monreal,2016/2017,Arsenal,England-Premier-League,EPL,36,3153,119,57,62,6.98
1423,Nacho Monreal,2015/2016,Arsenal,Europe-UEFA-Champions-League,UCL,6,540,11,8,3,7.11
1424,Nacho Monreal,2015/2016,Arsenal,England-Premier-League,EPL,37,3248,123,69,54,7.26
1425,Nacho Monreal,2014/2015,Arsenal,Europe-UEFA-Champions-League,UCL,4,353,10,4,6,6.93
1426,Nacho Monreal,2014/2015,Arsenal,England-Premier-League,EPL,28,2311,126,79,47,7.33
1427,Nacho Monreal,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,6,195,6,3,3,6.45
1428,Nacho Monreal,2013/2014,Arsenal,England-Premier-League,EPL,23,1179,42,19,23,6.67
1429,Nacho Monreal,2013,Spain,International-Confederations-Cup,ICC,1,90,-,-,-,8.3
1430,Nacho Monreal,2012/2013,Malaga,Spain-La-Liga,SLL,14,1191,33,22,11,7.23
1431,Nacho Monreal,2012/2013,Malaga,Europe-UEFA-Champions-League,UCL,2,180,2,2,-,7.73
1432,Nacho Monreal,2012/2013,Arsenal,England-Premier-League,EPL,10,792,23,11,12,7.13
1433,Nacho Monreal,2011/2012,Malaga,Spain-La-Liga,SLL,31,2564,67,46,21,7.17
1434,Nacho Monreal,2010/2011,Osasuna,Spain-La-Liga,SLL,31,2758,79,51,28,7.14
1435,Nacho Monreal,2009/2010,Osasuna,Spain-La-Liga,SLL,31,2747,73,43,30,6.87
1436,Lasse Schöne,2017/2018,Ajax,Netherlands-Eredivisie,NE,30,2350,120,56,64,7.45
1437,Lasse Schöne,2016/2017,Ajax,Netherlands-Eredivisie,NE,27,2216,81,32,49,7.73
1438,Lasse Schöne,2016/2017,Ajax,Europe-UEFA-Europa-League,UEL,12,856,43,15,28,6.96
1439,Lasse Schöne,2015/2016,Ajax,Europe-UEFA-Europa-League,UEL,5,247,15,4,11,6.63
1440,Lasse Schöne,2015/2016,Ajax,Netherlands-Eredivisie,NE,24,1077,49,17,32,6.91
1441,Lasse Schöne,2014/2015,Ajax,Europe-UEFA-Champions-League,UCL,6,501,7,2,5,6.93
1442,Lasse Schöne,2014/2015,Ajax,Europe-UEFA-Europa-League,UEL,2,77,-,-,-,6.21
1443,Lasse Schöne,2014/2015,Ajax,Netherlands-Eredivisie,NE,29,2276,58,20,38,7.34
1444,Lasse Schöne,2013/2014,Ajax,Europe-UEFA-Champions-League,UCL,6,284,14,6,8,7.1
1445,Lasse Schöne,2013/2014,Ajax,Netherlands-Eredivisie,NE,29,2152,64,29,35,7.39
1446,Lasse Schöne,2012/2013,Ajax,Europe-UEFA-Europa-League,UEL,2,109,4,1,3,6.7
1447,Lasse Schöne,2012/2013,Ajax,Europe-UEFA-Champions-League,UCL,5,273,9,6,3,6.75
1448,Lasse Schöne,2012,Denmark,International-European-Championship,UEC,2,17,-,-,-,6.03
1449,Adil Rami,2017/2018,Marseille,Europe-UEFA-Europa-League,UEL,14,1232,56,42,14,6.99
1450,Adil Rami,2017/2018,Marseille,France-Ligue-1,FL1,33,2957,145,95,50,6.97
1451,Adil Rami,2016/2017,Sevilla,Spain-La-Liga,SLL,21,1785,61,40,21,6.78
1452,Adil Rami,2016/2017,Sevilla,Europe-UEFA-Champions-League,UCL,7,630,26,15,11,7.04
1453,Adil Rami,2015/2016,Sevilla,Spain-La-Liga,SLL,28,2428,74,50,24,6.61
1454,Adil Rami,2015/2016,Sevilla,Europe-UEFA-Europa-League,UEL,7,618,25,16,9,6.79
1455,Adil Rami,2015/2016,Sevilla,Europe-UEFA-Champions-League,UCL,4,360,13,3,10,6.32
1456,Adil Rami,2014/2015,AC Milan,Italy-Serie-A,ISA,21,1665,55,40,15,6.95
1457,Adil Rami,2016,France,International-European-Championship,UEC,4,360,15,8,7,7.18
1458,Adil Rami,2013/2014,AC Milan,Italy-Serie-A,ISA,18,1484,71,42,29,7.28
1459,Adil Rami,2013/2014,Valencia,Spain-La-Liga,SLL,3,270,19,11,8,7.02
1460,Adil Rami,2013/2014,AC Milan,Europe-UEFA-Champions-League,UCL,2,180,5,4,1,6.68
1461,Adil Rami,2013/2014,Valencia,Europe-UEFA-Europa-League,UEL,1,10,-,-,-,5.26
1462,Adil Rami,2012/2013,Valencia,Spain-La-Liga,SLL,25,2081,99,63,36,6.97
1463,Adil Rami,2012/2013,Valencia,Europe-UEFA-Champions-League,UCL,6,540,11,5,6,6.7
1464,Adil Rami,2012,France,International-European-Championship,UEC,4,360,11,6,5,6.52
1465,Adil Rami,2011/2012,Valencia,Spain-La-Liga,SLL,33,2970,100,71,29,7.03
1466,Adil Rami,2011/2012,Valencia,Europe-UEFA-Champions-League,UCL,6,540,20,13,7,7.17
1467,Adil Rami,2010/2011,Lille,France-Ligue-1,FL1,36,3224,120,92,28,6.89
1468,Adil Rami,2009/2010,Lille,France-Ligue-1,FL1,34,3020,125,98,27,7.1
1469,Lucas Biglia,2017/2018,AC Milan,Italy-Serie-A,ISA,28,2043,43,23,20,6.88
1470,Lucas Biglia,2017/2018,AC Milan,Europe-UEFA-Europa-League,UEL,5,450,9,8,1,7.43
1471,Lucas Biglia,2016/2017,Lazio,Italy-Serie-A,ISA,29,2279,35,18,17,7.22
1472,Lucas Biglia,2015/2016,Lazio,Italy-Serie-A,ISA,27,2299,44,22,22,7.43
1473,Lucas Biglia,2015/2016,Lazio,Europe-UEFA-Europa-League,UEL,5,450,12,8,4,8.21
1474,Lucas Biglia,2015,Argentina,International-Copa-America,ICA,6,460,11,5,6,6.79
1475,Lucas Biglia,2014/2015,Lazio,Italy-Serie-A,ISA,27,2327,58,22,36,7.42
1476,Lucas Biglia,2013/2014,Lazio,Italy-Serie-A,ISA,26,1946,63,29,34,7.09
1477,Lucas Biglia,2013/2014,Lazio,Europe-UEFA-Europa-League,UEL,4,360,5,4,1,7.77
1478,Lucas Biglia,2014,Argentina,International-FIFA-World-Cup,WC,6,275,6,4,2,6.46
1479,Lucas Biglia,2012/2013,Anderlecht,Europe-UEFA-Champions-League,UCL,6,540,7,3,4,7.08
1480,Vedran Corluka,2017/2018,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,2,165,5,2,3,6.22
1481,Vedran Corluka,2017/2018,Lokomotiv Mos..,Russia-Premier-League,RPL,6,495,22,16,6,7.37
1482,Vedran Corluka,2016/2017,Lokomotiv Mos..,Russia-Premier-League,RPL,19,1510,69,46,23,7.0
1483,Vedran Corluka,2015/2016,Lokomotiv Mos..,Russia-Premier-League,RPL,24,2082,63,48,15,6.97
1484,Vedran Corluka,2015/2016,Lokomotiv Mos..,Europe-UEFA-Europa-League,UEL,4,339,2,2,-,6.32
1485,Vedran Corluka,2014/2015,Lokomotiv Mos..,Russia-Premier-League,RPL,26,2320,82,49,33,7.17
1486,Vedran Corluka,2016,Croatia,International-European-Championship,UEC,4,360,25,19,6,7.05
1487,Vedran Corluka,2013/2014,Lokomotiv Mos..,Russia-Premier-League,RPL,28,2520,112,86,26,7.31
1488,Vedran Corluka,2014,Croatia,International-FIFA-World-Cup,WC,3,270,10,3,7,6.63
1489,Vedran Corluka,2012,Croatia,International-European-Championship,UEC,3,270,8,7,1,6.79
1490,Vedran Corluka,2011/2012,Bayer Leverku..,Germany-Bundesliga,GB,7,598,10,6,4,6.76
1491,Vedran Corluka,2011/2012,Bayer Leverku..,Europe-UEFA-Champions-League,UCL,1,90,1,1,-,6.87
1492,Vedran Corluka,2011/2012,Tottenham,England-Premier-League,EPL,3,136,2,2,-,6.2
1493,Vedran Corluka,2010/2011,Tottenham,Europe-UEFA-Champions-League,UCL,6,499,3,1,2,6.91
1494,Vedran Corluka,2010/2011,Tottenham,England-Premier-League,EPL,15,1167,27,17,10,6.95
1495,Vedran Corluka,2009/2010,Tottenham,England-Premier-League,EPL,29,2556,54,29,25,7.12
1496,Mario Gómez,2017/2018,Wolfsburg,Germany-Bundesliga,GB,12,938,92,44,48,6.69
1497,Mario Gómez,2017/2018,VfB Stuttgart,Germany-Bundesliga,GB,16,1389,129,61,68,7.15
1498,Mario Gómez,2016/2017,Wolfsburg,Germany-Bundesliga,GB,33,2854,258,132,126,7.13
1499,Mario Gómez,2015/2016,Besiktas,Turkey-Super-Lig,TS,33,2704,99,55,44,7.41
1500,Mario Gómez,2015/2016,Besiktas,Europe-UEFA-Europa-League,UEL,5,389,21,8,13,6.63
1501,Mario Gómez,2014/2015,Fiorentina,Italy-Serie-A,ISA,20,1401,53,23,30,6.57
1502,Mario Gómez,2014/2015,Fiorentina,Europe-UEFA-Europa-League,UEL,8,648,19,11,8,6.76
1503,Mario Gómez,2016,Germany,International-European-Championship,UEC,4,270,8,5,3,7.15
1504,Mario Gómez,2013/2014,Fiorentina,Italy-Serie-A,ISA,9,498,31,12,19,6.72
1505,Mario Gómez,2013/2014,Fiorentina,Europe-UEFA-Europa-League,UEL,4,211,13,10,3,6.71
1506,Mario Gómez,2012/2013,Bayern Munich,Germany-Bundesliga,GB,21,897,28,11,17,6.98
1507,Mario Gómez,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,203,3,2,1,6.64
1508,Mario Gómez,2012,Germany,International-European-Championship,UEC,5,283,5,3,2,6.88
1509,Mario Gómez,2011/2012,Bayern Munich,Germany-Bundesliga,GB,33,2482,43,19,24,7.38
1510,Mario Gómez,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,945,19,6,13,7.41
1511,Mario Gómez,2010/2011,Bayern Munich,Germany-Bundesliga,GB,32,2452,29,12,17,7.42
1512,Mario Gómez,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,608,16,4,12,7.61
1513,Mario Gómez,2009/2010,Bayern Munich,Germany-Bundesliga,GB,29,1938,44,27,17,7.07
1514,Mario Gómez,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,470,21,10,11,6.56
1515,Thomas Vermaelen,2017/2018,Barcelona,Spain-La-Liga,SLL,14,1018,30,19,11,6.73
1516,Thomas Vermaelen,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,1,90,9,6,3,7.33
1517,Thomas Vermaelen,2016/2017,Roma,Italy-Serie-A,ISA,9,388,23,12,11,6.46
1518,Thomas Vermaelen,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,2,180,2,1,1,6.46
1519,Thomas Vermaelen,2015/2016,Barcelona,Spain-La-Liga,SLL,10,506,20,13,7,6.91
1520,Thomas Vermaelen,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,3,270,14,8,6,7.14
1521,Thomas Vermaelen,2014/2015,Barcelona,Spain-La-Liga,SLL,1,63,-,-,-,6.84
1522,Thomas Vermaelen,2016,Belgium,International-European-Championship,UEC,4,360,20,6,14,7.07
1523,Thomas Vermaelen,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,2,91,6,4,2,6.4
1524,Thomas Vermaelen,2013/2014,Arsenal,England-Premier-League,EPL,14,782,53,33,20,6.77
1525,Thomas Vermaelen,2014,Belgium,International-FIFA-World-Cup,WC,1,32,2,1,1,6.47
1526,Thomas Vermaelen,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,26,18,8,7.11
1527,Thomas Vermaelen,2012/2013,Arsenal,England-Premier-League,EPL,29,2238,121,67,54,6.82
1528,Thomas Vermaelen,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,5,450,14,9,5,6.99
1529,Thomas Vermaelen,2011/2012,Arsenal,England-Premier-League,EPL,29,2478,97,54,43,7.13
1530,Thomas Vermaelen,2010/2011,Arsenal,England-Premier-League,EPL,5,450,26,19,7,7.26
1531,Thomas Vermaelen,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,27,16,11,7.16
1532,Thomas Vermaelen,2009/2010,Arsenal,England-Premier-League,EPL,33,2799,173,101,72,7.38
1533,Laurent Ciman,2018,Los Angeles F..,USA-Major-League-Soccer,UMLS,12,1080,33,16,17,7.21
1534,Laurent Ciman,2017,Montreal Impa..,USA-Major-League-Soccer,UMLS,30,2700,74,45,29,6.75
1535,Laurent Ciman,2016,Montreal Impa..,USA-Major-League-Soccer,UMLS,33,2934,82,46,36,7.08
1536,Laurent Ciman,2015,Montreal Impa..,USA-Major-League-Soccer,UMLS,30,2676,86,48,38,7.36
1537,Laurent Ciman,2014/2015,Standard Lieg..,Europe-UEFA-Europa-League,UEL,6,540,21,8,13,7.29
1538,Laurent Ciman,2016,Belgium,International-European-Championship,UEC,1,75,-,-,-,6.48
1539,Laurent Ciman,2013/2014,Standard Lieg..,Europe-UEFA-Europa-League,UEL,4,290,6,4,2,7.22
1540,Ashley Young,2017/2018,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,337,4,2,2,7.27
1541,Ashley Young,2017/2018,Manchester Un..,England-Premier-League,EPL,30,2448,40,19,21,7.12
1542,Ashley Young,2016/2017,Manchester Un..,England-Premier-League,EPL,12,758,8,3,5,6.83
1543,Ashley Young,2016/2017,Manchester Un..,Europe-UEFA-Europa-League,UEL,7,329,6,3,3,6.64
1544,Ashley Young,2015/2016,Manchester Un..,Europe-UEFA-Champions-League,UCL,4,252,5,3,2,6.67
1545,Ashley Young,2015/2016,Manchester Un..,England-Premier-League,EPL,18,1063,18,12,6,6.6
1546,Ashley Young,2014/2015,Manchester Un..,England-Premier-League,EPL,26,2068,37,18,19,7.23
1547,Ashley Young,2013/2014,Manchester Un..,Europe-UEFA-Champions-League,UCL,8,248,8,4,4,6.42
1548,Ashley Young,2013/2014,Manchester Un..,England-Premier-League,EPL,20,1030,20,11,9,6.55
1549,Ashley Young,2012/2013,Manchester Un..,Europe-UEFA-Champions-League,UCL,2,25,1,-,1,6.06
1550,Ashley Young,2012/2013,Manchester Un..,England-Premier-League,EPL,19,1375,24,11,13,6.99
1551,Ashley Young,2012,England,International-European-Championship,UEC,4,360,3,3,-,6.69
1552,Ashley Young,2011/2012,Manchester Un..,Europe-UEFA-Champions-League,UCL,3,245,3,-,3,7.22
1553,Ashley Young,2011/2012,Manchester Un..,England-Premier-League,EPL,25,1573,9,4,5,7.24
1554,Ashley Young,2010/2011,Aston Villa,England-Premier-League,EPL,34,3054,9,4,5,7.11
1555,Ashley Young,2009/2010,Aston Villa,England-Premier-League,EPL,37,3304,20,6,14,7.08
1556,Carlos Sánchez,2017/2018,Fiorentina,Italy-Serie-A,ISA,9,361,16,5,11,6.34
1557,Carlos Sánchez,2017/2018,Espanyol,Spain-La-Liga,SLL,14,1123,39,27,12,6.68
1558,Carlos Sánchez,2016/2017,Fiorentina,Italy-Serie-A,ISA,31,2150,67,43,24,6.71
1559,Carlos Sánchez,2016/2017,Fiorentina,Europe-UEFA-Europa-League,UEL,8,385,23,17,6,6.5
1560,Carlos Sánchez,2015/2016,Aston Villa,England-Premier-League,EPL,20,1371,47,27,20,6.74
1561,Carlos Sánchez,2015,Colombia,International-Copa-America,ICA,3,243,7,2,5,7.17
1562,Carlos Sánchez,2014/2015,Aston Villa,England-Premier-League,EPL,28,1987,105,62,43,6.74
1563,Carlos Sánchez,2013/2014,Elche,Spain-La-Liga,SLL,30,2127,118,67,51,6.65
1564,Carlos Sánchez,2014,Colombia,International-FIFA-World-Cup,WC,4,360,13,9,4,6.99
1565,Carlos Sánchez,2012/2013,Valenciennes,France-Ligue-1,FL1,30,2291,70,39,31,6.86
1566,Carlos Sánchez,2011/2012,Valenciennes,France-Ligue-1,FL1,21,1668,54,33,21,6.7
1567,Carlos Sánchez,2010/2011,Valenciennes,France-Ligue-1,FL1,28,2387,71,35,36,6.81
1568,Carlos Sánchez,2009/2010,Valenciennes,France-Ligue-1,FL1,28,2520,62,35,27,6.91
1569,Toshihiro Aoyama,2014,Japan,,WC,1,62,-,-,-,6.24
1570,Thiago Cionek,2017/2018,SPAL 2013,Italy-Serie-A,ISA,15,1350,62,31,31,7.16
1571,Thiago Cionek,2016/2017,Palermo,Italy-Serie-A,ISA,29,2328,82,49,33,6.84
1572,Thiago Cionek,2015/2016,Palermo,Italy-Serie-A,ISA,5,450,12,9,3,7.33
1573,Thiago Cionek,2016,Poland,International-European-Championship,UEC,1,90,2,1,1,6.9
1574,Moussa Sow,2017/2018,Bursaspor,Turkey-Super-Lig,TS,11,635,81,33,48,6.59
1575,Moussa Sow,2016/2017,Fenerbahce,Turkey-Super-Lig,TS,25,1533,73,24,49,6.72
1576,Moussa Sow,2016/2017,Fenerbahce,Europe-UEFA-Europa-League,UEL,7,585,20,6,14,6.75
1577,Moussa Sow,2015/2016,Fenerbahce,Turkey-Super-Lig,TS,2,115,9,4,5,6.87
1578,Moussa Sow,2015,Senegal,International-Africa-Cup-of-Nations,ACoN,2,91,4,1,3,6.44
1579,Moussa Sow,2014/2015,Fenerbahce,Turkey-Super-Lig,TS,33,2483,83,22,61,6.85
1580,Moussa Sow,2012/2013,Fenerbahce,Europe-UEFA-Europa-League,UEL,12,1015,53,16,37,6.75
1581,Moussa Sow,2011/2012,Lille,Europe-UEFA-Champions-League,UCL,6,492,16,4,12,6.76
1582,Moussa Sow,2011/2012,Lille,France-Ligue-1,FL1,18,1326,51,13,38,6.79
1583,Moussa Sow,2010/2011,Lille,France-Ligue-1,FL1,36,2817,138,53,85,7.37
1584,Moussa Sow,2009/2010,Rennes,France-Ligue-1,FL1,24,969,28,15,13,6.53
1585,Vladimir Granat,2017/2018,Rubin Kazan,Russia-Premier-League,RPL,27,2419,67,35,32,6.68
1586,Vladimir Granat,2016/2017,FC Rostov,Russia-Premier-League,RPL,12,1035,18,13,5,7.02
1587,Vladimir Granat,2016/2017,FC Rostov,Europe-UEFA-Champions-League,UCL,6,540,21,7,14,6.62
1588,Vladimir Granat,2016/2017,FC Rostov,Europe-UEFA-Europa-League,UEL,3,178,11,7,4,7.36
1589,Vladimir Granat,2015/2016,Spartak Mosco..,Russia-Premier-League,RPL,14,931,24,13,11,6.7
1590,Vladimir Granat,2014/2015,Dinamo Moscow,Europe-UEFA-Europa-League,UEL,1,21,1,1,-,6.33
1591,Vladimir Granat,2014/2015,Dinamo Moscow,Russia-Premier-League,RPL,9,810,36,16,20,6.87
1592,Vladimir Granat,2013/2014,Dinamo Moscow,Russia-Premier-League,RPL,28,2520,60,36,24,7.04
1593,Fernando Muslera,2017/2018,Galatasaray,Turkey-Super-Lig,TS,33,2970,21,19,2,6.67
1594,Fernando Muslera,2016/2017,Galatasaray,Turkey-Super-Lig,TS,34,3060,14,13,1,6.84
1595,Fernando Muslera,2015/2016,Galatasaray,Turkey-Super-Lig,TS,33,2970,15,13,2,6.6
1596,Fernando Muslera,2015/2016,Galatasaray,Europe-UEFA-Europa-League,UEL,2,180,2,2,-,7.36
1597,Fernando Muslera,2015/2016,Galatasaray,Europe-UEFA-Champions-League,UCL,6,540,1,1,-,7.21
1598,Fernando Muslera,2015,Uruguay,International-Copa-America,ICA,4,360,3,3,-,6.73
1599,Fernando Muslera,2014/2015,Galatasaray,Turkey-Super-Lig,TS,32,2880,14,14,-,6.86
1600,Fernando Muslera,2014/2015,Galatasaray,Europe-UEFA-Champions-League,UCL,5,450,2,2,-,5.91
1601,Fernando Muslera,2013/2014,Galatasaray,Europe-UEFA-Champions-League,UCL,6,540,-,-,-,6.79
1602,Fernando Muslera,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,2,2,-,6.53
1603,Fernando Muslera,2013,Uruguay,International-Confederations-Cup,ICC,4,360,-,-,-,6.65
1604,Fernando Muslera,2012/2013,Galatasaray,Europe-UEFA-Champions-League,UCL,10,900,4,3,1,6.78
1605,Fernando Muslera,2010/2011,Lazio,Italy-Serie-A,ISA,36,3240,-,-,-,6.81
1606,Fernando Muslera,2009/2010,Lazio,Italy-Serie-A,ISA,36,3240,-,-,-,6.62
1607,Martín Cáceres,2017/2018,Verona,Italy-Serie-A,ISA,14,1169,33,20,13,6.56
1608,Martín Cáceres,2017/2018,Lazio,Italy-Serie-A,ISA,6,440,13,5,8,6.84
1609,Martín Cáceres,2017/2018,Lazio,Europe-UEFA-Europa-League,UEL,2,116,3,2,1,6.43
1610,Martín Cáceres,2016/2017,Southampton,England-Premier-League,EPL,1,90,4,2,2,6.66
1611,Martín Cáceres,2015/2016,Juventus,Italy-Serie-A,ISA,6,449,13,9,4,6.76
1612,Martín Cáceres,2014/2015,Juventus,Italy-Serie-A,ISA,10,791,19,13,6,7.03
1613,Martín Cáceres,2014/2015,Juventus,Europe-UEFA-Champions-League,UCL,2,168,9,6,3,7.09
1614,Martín Cáceres,2013/2014,Juventus,Italy-Serie-A,ISA,17,1314,38,19,19,6.96
1615,Martín Cáceres,2013/2014,Juventus,Europe-UEFA-Champions-League,UCL,3,270,5,4,1,6.83
1616,Martín Cáceres,2013/2014,Juventus,Europe-UEFA-Europa-League,UEL,8,688,13,9,4,6.94
1617,Martín Cáceres,2014,Uruguay,International-FIFA-World-Cup,WC,4,360,9,4,5,6.62
1618,Martín Cáceres,2013,Uruguay,International-Confederations-Cup,ICC,4,360,3,1,2,6.2
