,Player,Season,Team,Tournament-fullname,Tournament,Apps,Mins,Unsuccessful,Successful,Total_Dribbles,Rating
1497,Mario Gómez,2013/2014,Fiorentina,Italy-Serie-A,ISA,9,498,4,2,6,6.72
1498,Mario Gómez,2013/2014,Fiorentina,Europe-UEFA-Europa-League,UEL,4,211,3,2,5,6.71
1499,Mario Gómez,2012/2013,Bayern Munich,Germany-Bundesliga,GB,21,897,15,6,21,6.98
1500,Mario Gómez,2012/2013,Bayern Munich,Europe-UEFA-Champions-League,UCL,7,203,2,-,2,6.64
1501,Mario Gómez,2012,Germany,International-European-Championship,UEC,5,283,1,2,3,6.88
1502,Mario Gómez,2011/2012,Bayern Munich,Germany-Bundesliga,GB,33,2482,47,31,78,7.38
1503,Mario Gómez,2011/2012,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,945,9,4,13,7.41
1504,Mario Gómez,2010/2011,Bayern Munich,Germany-Bundesliga,GB,32,2452,22,26,48,7.42
1505,Mario Gómez,2010/2011,Bayern Munich,Europe-UEFA-Champions-League,UCL,8,608,6,4,10,7.61
1506,Mario Gómez,2009/2010,Bayern Munich,Germany-Bundesliga,GB,29,1938,18,21,39,7.07
1507,Mario Gómez,2009/2010,Bayern Munich,Europe-UEFA-Champions-League,UCL,12,470,6,4,10,6.56
1508,Thomas Vermaelen,2017/2018,Barcelona,Spain-La-Liga,SLL,14,1018,1,1,2,6.73
1509,Thomas Vermaelen,2017/2018,Barcelona,Europe-UEFA-Champions-League,UCL,1,90,-,-,-,7.33
1510,Thomas Vermaelen,2016/2017,Roma,Italy-Serie-A,ISA,9,388,-,1,1,6.46
1511,Thomas Vermaelen,2016/2017,Roma,Europe-UEFA-Europa-League,UEL,2,180,-,-,-,6.46
1512,Thomas Vermaelen,2015/2016,Barcelona,Spain-La-Liga,SLL,10,506,-,-,-,6.91
1513,Thomas Vermaelen,2015/2016,Barcelona,Europe-UEFA-Champions-League,UCL,3,270,-,-,-,7.14
1514,Thomas Vermaelen,2014/2015,Barcelona,Spain-La-Liga,SLL,1,63,-,-,-,6.84
1515,Thomas Vermaelen,2016,Belgium,International-European-Championship,UEC,4,360,-,-,-,7.07
1516,Thomas Vermaelen,2013/2014,Arsenal,Europe-UEFA-Champions-League,UCL,2,91,-,-,-,6.4
1517,Thomas Vermaelen,2013/2014,Arsenal,England-Premier-League,EPL,14,782,1,3,4,6.77
1518,Thomas Vermaelen,2014,Belgium,International-FIFA-World-Cup,WC,1,32,-,-,-,6.47
1519,Thomas Vermaelen,2012/2013,Arsenal,Europe-UEFA-Champions-League,UCL,7,630,3,1,4,7.11
1520,Thomas Vermaelen,2012/2013,Arsenal,England-Premier-League,EPL,29,2238,1,10,11,6.82
1521,Thomas Vermaelen,2011/2012,Arsenal,Europe-UEFA-Champions-League,UCL,5,450,-,-,-,6.99
1522,Thomas Vermaelen,2011/2012,Arsenal,England-Premier-League,EPL,29,2478,2,6,8,7.13
1523,Thomas Vermaelen,2010/2011,Arsenal,England-Premier-League,EPL,5,450,-,-,-,7.26
1524,Thomas Vermaelen,2009/2010,Arsenal,Europe-UEFA-Champions-League,UCL,8,720,2,2,4,7.16
1525,Thomas Vermaelen,2009/2010,Arsenal,England-Premier-League,EPL,33,2799,-,9,9,7.38
